Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,74.5970112619502,Daño
6,74.602047838509961,Daño
7,89.058408835470274,Daño
8,89.057256021457491,Daño
9,43.424575935241286,-
10,44.805328507845964,-
11,43.424619030593497,-
12,26.706147025683112,-
13,48.79461905069622,-
14,48.79652177603095,-
15,45.555784720880368,-
16,45.557755742605117,-
17,37.21497468837871,-
18,33.752789968755337,-
19,37.214937172128835,-
20,41.785077093363107,-
21,42.679190257091939,-
22,32.859972686381226,-
23,32.863444492388879,-
24,42.676672419488476,-
25,19.663789602857054,-
26,48.800158845472211,-
27,19.663754031573735,-
28,34.05805967345146,-
29,61.29656114831694,Daño
30,61.301916335291907,Daño
31,10.906845963275671,-
32,10.932399878390644,-
33,11.476328606109238,-
34,78.6786021287881,Daño
35,11.476164546219945,-
36,12.924613247473737,-
37,99.996865176184883,Daño
38,100,Daño
39,18.086667112756878,-
40,18.093125729605227,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
