Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,16.601117957842597,-
6,20.718173594512308,-
7,2.22246383398917,-
8,9.0662274534397778,-
9,15.192038572829064,-
10,6.7978114234323179,-
11,9.2007546147733752,-
12,7.0128395484739832,-
13,5.3623440787803167,-
14,7.7906665520138292,-
15,6.9129604983281441,-
16,12.138569543326074,-
17,12.881500930317607,-
18,3.7604153692404463,-
19,3.3575234081851577,-
20,12.185252494931603,-
21,31.799738557908046,-
22,5.1790489007807743,-
23,4.109465440922544,-
24,10.723648030419007,-
25,20.229816958638573,-
26,1.5921717027630118,-
27,2.2886467042741825,-
28,3.8580520074510725,-
29,5.0187791392145025,-
30,6.2849501826940628,-
31,10.758960404243641,-
32,100,Daño
33,25.764750897506701,-
34,1.3967802564084575,-
35,2.9120367527999993,-
36,36.994119205529692,-
37,7.794624161579673,-
38,4.6448615307371961,-
39,11.149251871256739,-
40,20.851174408023471,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
