Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,1.9284140412229727,-
6,-2.5070430293639641,-
7,-0.5020449122097248,-
8,18.964638059695524,-
9,9.5427159405030174E-2,-
10,-2.7474436107792819,-
11,-2.0404249568137285,-
12,-3.2129395652417543,-
13,0.14797949940266697,-
14,-2.3843900083990692,-
15,-1.990722652670587,-
16,-3.9727817767698306,-
17,0.52277063258187417,-
18,0.41491858989675501,-
19,-4.0487459114793438,-
20,-4.5181841827261868,-
21,-0.8911285347268072,-
22,3.1736231144168445,-
23,1.3401363749512198,-
24,-2.2725994804394452,-
25,10.471198156367519,-
26,-2.6697985235099084,-
27,-3.8434693751508293,-
28,-3.9457478762773861,-
29,100,Daño
30,15.929003607937281,-
31,-2.6227051934820245,-
32,5.0126017709001189,-
33,33.006884840340859,-
34,51.054328641020149,Daño
35,-1.3522895165499582,-
36,-3.7641852607569337,-
37,32.773198256922178,-
38,17.013623578135483,-
39,-3.3797137337966419,-
40,14.179778676710322,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
