Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,29.504562945163354,-
6,31.953482973885315,-
7,26.749708390861588,-
8,100,Daño
9,50.0942816952779,Daño
10,0.92410892047090298,-
11,1.1869908322900999,-
12,75.024218962587014,Daño
13,4.1750714236399356,-
14,-0.25055137839475372,-
15,8.3415270132291024,-
16,44.546701449748952,-
17,16.92764516251879,-
18,-1.7583407526799797,-
19,-1.5074683436603331,-
20,13.605567158355134,-
21,7.0038423488975834,-
22,-0.98441526265162471,-
23,20.531263431150776,-
24,8.9558086920247422E-3,-
25,2.2109904035880557,-
26,-2.4079878656429061,-
27,-2.0636722759282384,-
28,2.3160665787784955,-
29,-1.7520715450401743,-
30,-1.7537505539856315,-
31,-1.680591503015614,-
32,-0.24058024117809104,-
33,-1.4666387850646403,-
34,-2.2114739302302322,-
35,-1.8065592607015464,-
36,-1.2120497889444684,-
37,-1.922727605220198,-
38,-1.0610977394072545,-
39,-1.7304595302111074,-
40,-0.51834563079758633,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
