Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,16.302323668264666,-
6,19.476650224627477,-
7,35.998635966075902,-
8,10.771578459095991,-
9,5.8858826750778297,-
10,8.1796365488730309,-
11,7.0880469715127754,-
12,13.430787788219417,-
13,5.5695920098981109,-
14,8.4918666992170184,-
15,3.9827032578639425,-
16,10.936786023043183,-
17,9.952383079195279,-
18,4.123019033610217,-
19,3.1815811010620982,-
20,11.468212429686073,-
21,25.199995326422165,-
22,9.4378426794388837,-
23,5.2888679378693357,-
24,13.543908038505137,-
25,3.7834894435776425,-
26,3.1581330445187197,-
27,1.4620375002810935,-
28,17.110970076025406,-
29,12.656125087704787,-
30,6.8203137844625532,-
31,8.0588181966218926,-
32,100,Daño
33,32.908979392025614,-
34,3.3270969228588756,-
35,1.8816821306516605,-
36,22.553230480898904,-
37,9.5869923556287624,-
38,4.122383991354627,-
39,6.9725720051919442,-
40,18.485064591365983,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
