ID,Element,Percentage,Time_seconds,Final_Objective,DetectionOK,AvgDispersion,StdDispersion,MeanAbsDispersion,N_FalsePositives,Type_of_element_to_search,Story
522,29,90,28273.6421,0.530513777,VERDADERO,5.287051257,6.789732616,5.287051257,0,X_diagonal_brace,Story 2
523,30,5,28321.26545,1.105441329,VERDADERO,16.54297764,12.23810274,16.54297764,2,inclined_leg,Story 2
524,30,10,28376.59354,1.056209046,VERDADERO,15.40643277,12.0030053,15.40643277,2,inclined_leg,Story 2
525,30,15,28429.38405,1.044787763,VERDADERO,14.92906299,11.96774945,14.92906299,2,inclined_leg,Story 2
526,30,20,28480.88952,1.040400977,VERDADERO,14.52767654,11.92913718,14.52767654,2,inclined_leg,Story 2
527,30,25,28521.88571,1.038642439,VERDADERO,14.1065536,11.87530266,14.1065536,2,inclined_leg,Story 2
528,30,30,28576.74265,1.03748101,VERDADERO,13.75007672,11.78195311,13.75007672,2,inclined_leg,Story 2
529,30,35,28621.91896,1.037356809,VERDADERO,13.49973853,11.65667851,13.49973853,2,inclined_leg,Story 2
530,30,40,28684.3882,1.038280511,VERDADERO,13.2567945,11.52003432,13.2567945,2,inclined_leg,Story 2
531,30,45,28734.42896,1.040257797,VERDADERO,13.0164699,11.37445693,13.0164699,2,inclined_leg,Story 2
532,30,50,28805.70261,1.043335574,VERDADERO,12.77768856,11.22021963,12.77768856,2,inclined_leg,Story 2
533,30,55,28858.8222,1.047546788,VERDADERO,13.59852214,12.58109548,13.59852214,0,inclined_leg,Story 2
534,30,60,28908.76413,1.053075423,VERDADERO,13.34804337,12.4124698,13.34804337,0,inclined_leg,Story 2
535,30,65,28963.72923,1.060285224,VERDADERO,13.09834462,12.23812629,13.09834462,0,inclined_leg,Story 2
536,30,70,29028.4007,1.068785233,VERDADERO,12.84101982,12.0551906,12.84101982,0,inclined_leg,Story 2
537,30,75,29083.9664,1.079247836,VERDADERO,12.58279381,11.86655934,12.58279381,0,inclined_leg,Story 2
538,30,80,29145.85202,1.091832352,VERDADERO,12.32372563,11.67238304,12.32372563,0,inclined_leg,Story 2
539,30,85,29201.04005,1.10659788,VERDADERO,12.0598314,11.47185761,12.0598314,0,inclined_leg,Story 2
540,30,90,29234.27863,1.123884809,VERDADERO,11.79032139,11.26648051,11.79032139,0,inclined_leg,Story 2
541,31,5,29286.03912,1.184058458,VERDADERO,5.991580554,8.247964211,5.991580554,0,X_diagonal_brace,Story 2
542,31,10,29337.45878,1.162775584,VERDADERO,5.75465776,7.791385177,5.75465776,0,X_diagonal_brace,Story 2
543,31,15,29376.58871,1.143861853,VERDADERO,5.544790444,7.382452559,5.544790444,0,X_diagonal_brace,Story 2
544,31,20,29432.35309,1.127248008,VERDADERO,5.361011049,7.01800726,5.361011049,0,X_diagonal_brace,Story 2
545,31,25,29477.21091,1.112695018,VERDADERO,5.200157211,6.693995536,5.200157211,0,X_diagonal_brace,Story 2
546,31,30,29519.45048,1.100127992,VERDADERO,5.064661848,6.407377324,5.064661848,0,X_diagonal_brace,Story 2
547,31,35,29561.24454,1.089375396,VERDADERO,4.948793812,6.154904446,4.948793812,0,X_diagonal_brace,Story 2
548,31,40,29609.40372,1.080354381,VERDADERO,4.861836259,5.933905235,4.861836259,0,X_diagonal_brace,Story 2
549,31,45,29655.12729,1.072932831,VERDADERO,4.798654225,5.746071329,4.798654225,0,X_diagonal_brace,Story 2
550,31,50,29693.4606,1.067051864,VERDADERO,4.758767009,5.592386033,4.758767009,0,X_diagonal_brace,Story 2
551,31,55,29741.05719,1.062763945,VERDADERO,4.742725708,5.474703107,4.742725708,0,X_diagonal_brace,Story 2
552,31,60,29795.45654,1.059918827,VERDADERO,4.744993505,5.392893849,4.744993505,0,X_diagonal_brace,Story 2
553,31,65,29845.86894,1.058566718,VERDADERO,4.771286266,5.349918409,4.771286266,0,X_diagonal_brace,Story 2
554,31,70,29896.52163,1.058819873,VERDADERO,4.824279723,5.343445167,4.824279723,0,X_diagonal_brace,Story 2
555,31,75,29947.01274,1.059912832,VERDADERO,4.42828795,5.387155952,4.42828795,0,X_diagonal_brace,Story 2
556,31,80,29993.75608,1.060125298,VERDADERO,3.942015141,5.424667916,4.008975393,0,X_diagonal_brace,Story 2
557,31,85,30047.20155,1.060097542,VERDADERO,3.537424406,5.442909493,3.766336334,0,X_diagonal_brace,Story 2
558,31,90,30098.22054,1.059708208,VERDADERO,3.200145429,5.447198798,3.662204316,0,X_diagonal_brace,Story 2
559,32,5,30130.4646,1.145791346,VERDADERO,6.760680967,9.40559968,6.760680967,0,X_diagonal_brace,Story 2
560,32,10,30197.01877,1.109758493,VERDADERO,6.404428802,8.828636669,6.404428802,0,X_diagonal_brace,Story 2
561,32,15,30247.00654,1.075608035,VERDADERO,6.07900636,8.305076477,6.07900636,0,X_diagonal_brace,Story 2
562,32,20,30296.21945,1.043329812,VERDADERO,5.785988816,7.833452636,5.785988816,0,X_diagonal_brace,Story 2
563,32,25,30348.92252,1.012496217,VERDADERO,5.522387386,7.40649835,5.522387386,0,X_diagonal_brace,Story 2
564,32,30,30402.81908,0.983092908,VERDADERO,5.28765989,7.025505797,5.28765989,0,X_diagonal_brace,Story 2
565,32,35,30463.36586,0.954686704,VERDADERO,5.084764866,6.686571687,5.084764866,0,X_diagonal_brace,Story 2
566,32,40,30514.83252,0.926943525,VERDADERO,4.908366642,6.389953139,4.908366642,0,X_diagonal_brace,Story 2
567,32,45,30566.50554,0.899310922,VERDADERO,4.761257408,6.136981694,4.761257408,0,X_diagonal_brace,Story 2
568,32,50,30603.23658,0.871275358,VERDADERO,4.642712846,5.928835336,4.642712846,0,X_diagonal_brace,Story 2
569,32,55,30654.0604,0.842289211,VERDADERO,4.555527763,5.769408197,4.555527763,0,X_diagonal_brace,Story 2
570,32,60,30707.85069,0.811589736,VERDADERO,4.50107036,5.661653438,4.50107036,0,X_diagonal_brace,Story 2
571,32,65,30764.52521,0.778488846,VERDADERO,4.480126923,5.612245645,4.480126923,0,X_diagonal_brace,Story 2
572,32,70,30815.36548,0.741553927,VERDADERO,4.503747157,5.62866669,4.503747157,0,X_diagonal_brace,Story 2
573,32,75,30869.78073,0.699997197,VERDADERO,4.578875308,5.724993629,4.578875308,0,X_diagonal_brace,Story 2
574,32,80,30911.19851,0.652179421,VERDADERO,4.719311235,5.923741569,4.719311235,0,X_diagonal_brace,Story 2
575,32,85,30954.39911,0.59625318,VERDADERO,4.94388339,6.260149685,4.94388339,0,X_diagonal_brace,Story 2
576,32,90,30995.07031,0.530409137,VERDADERO,5.287583749,6.790316409,5.287583749,0,X_diagonal_brace,Story 2
577,33,5,31037.11652,1.184048005,VERDADERO,5.992065943,8.247662115,5.992065943,0,X_diagonal_brace,Story 2
578,33,10,31094.16459,1.16277001,VERDADERO,5.754775755,7.790855951,5.754775755,0,X_diagonal_brace,Story 2
579,33,15,31140.9537,1.143909941,VERDADERO,5.54657054,7.382914881,5.54657054,0,X_diagonal_brace,Story 2
580,33,20,31186.61201,1.127227629,VERDADERO,5.361053971,7.017793711,5.361053971,0,X_diagonal_brace,Story 2
581,33,25,31242.21879,1.112750063,VERDADERO,5.201524061,6.694859934,5.201524061,0,X_diagonal_brace,Story 2
582,33,30,31284.64547,1.100116835,VERDADERO,5.063189951,6.407651773,5.063189951,0,X_diagonal_brace,Story 2
583,33,35,31319.52624,1.089368709,VERDADERO,4.94898021,6.154774065,4.94898021,0,X_diagonal_brace,Story 2
584,33,40,31365.75572,1.080350591,VERDADERO,4.860840245,5.934607838,4.860840245,0,X_diagonal_brace,Story 2
585,33,45,31416.79843,1.07294988,VERDADERO,4.797608931,5.74619769,4.797608931,0,X_diagonal_brace,Story 2
586,33,50,31468.61521,1.067074481,VERDADERO,4.759166776,5.592473308,4.759166776,0,X_diagonal_brace,Story 2
587,33,55,31513.72172,1.062715178,VERDADERO,4.739863038,5.474126518,4.739863038,0,X_diagonal_brace,Story 2
588,33,60,31561.19967,1.059906424,VERDADERO,4.743618763,5.393580919,4.743618763,0,X_diagonal_brace,Story 2
589,33,65,31608.48393,1.058575258,VERDADERO,4.769280511,5.350420023,4.769280511,0,X_diagonal_brace,Story 2
590,33,70,31639.78877,1.058805536,VERDADERO,4.824016956,5.343506352,4.824016956,0,X_diagonal_brace,Story 2
591,33,75,31690.62313,1.059909239,VERDADERO,4.406924213,5.388632587,4.406924213,0,X_diagonal_brace,Story 2
592,33,80,31736.8595,1.060181438,VERDADERO,3.946649334,5.423915112,4.012030118,0,X_diagonal_brace,Story 2
593,33,85,31784.41274,1.060093568,VERDADERO,3.541947639,5.442717549,3.767921873,0,X_diagonal_brace,Story 2
594,33,90,31831.84951,1.059697964,VERDADERO,3.178350835,5.450186851,3.660024542,0,X_diagonal_brace,Story 2
595,34,5,31875.11652,1.145837833,VERDADERO,6.762929058,9.406155318,6.762929058,0,X_diagonal_brace,Story 2
596,34,10,31915.17071,1.109700149,VERDADERO,6.402409868,8.828042342,6.402409868,0,X_diagonal_brace,Story 2
597,34,15,31954.58509,1.075606645,VERDADERO,6.077977346,8.304997698,6.077977346,0,X_diagonal_brace,Story 2
598,34,20,31993.27581,1.043305763,VERDADERO,5.785250966,7.833125866,5.785250966,0,X_diagonal_brace,Story 2
599,34,25,32034.37512,1.012504974,VERDADERO,5.522749309,7.406515008,5.522749309,0,X_diagonal_brace,Story 2
600,34,30,32077.28951,0.983122921,VERDADERO,5.285909499,7.026129673,5.285909499,0,X_diagonal_brace,Story 2
601,34,35,32121.24848,0.954644816,VERDADERO,5.083888227,6.686251346,5.083888227,0,X_diagonal_brace,Story 2
602,34,40,32152.95772,0.926855626,VERDADERO,4.90784585,6.389187294,4.90784585,0,X_diagonal_brace,Story 2
603,34,45,32208.08466,0.899318985,VERDADERO,4.760946298,6.136713775,4.760946298,0,X_diagonal_brace,Story 2
604,34,50,32261.73749,0.871288807,VERDADERO,4.644259055,5.928946434,4.644259055,0,X_diagonal_brace,Story 2
605,34,55,32311.8717,0.842288401,VERDADERO,4.557466727,5.769473217,4.557466727,0,X_diagonal_brace,Story 2
606,34,60,32361.96905,0.81167071,VERDADERO,4.503500256,5.662451999,4.503500256,0,X_diagonal_brace,Story 2
607,34,65,32404.55384,0.778275025,VERDADERO,4.480053604,5.611311005,4.480053604,0,X_diagonal_brace,Story 2
608,34,70,32459.01907,0.741575635,VERDADERO,4.503489702,5.628221977,4.503489702,0,X_diagonal_brace,Story 2
609,34,75,32510.14705,0.699988501,VERDADERO,4.578070906,5.724865823,4.578070906,0,X_diagonal_brace,Story 2
610,34,80,32552.11187,0.652158047,VERDADERO,4.718816841,5.923687281,4.718816841,0,X_diagonal_brace,Story 2
611,34,85,32602.81952,0.596299975,VERDADERO,4.943994528,6.259848049,4.943994528,0,X_diagonal_brace,Story 2
612,34,90,32666.32054,0.530444592,VERDADERO,5.287664307,6.790079677,5.287664307,0,X_diagonal_brace,Story 2
613,35,5,32708.76146,1.105231022,VERDADERO,16.53920201,12.23730505,16.53920201,2,inclined_leg,Story 2
614,35,10,32748.50757,1.056177354,VERDADERO,15.4054301,12.00299908,15.4054301,2,inclined_leg,Story 2
615,35,15,32792.07197,1.04473435,VERDADERO,14.92874304,11.96734462,14.92874304,2,inclined_leg,Story 2
616,35,20,32835.36295,1.040485943,VERDADERO,14.52862759,11.92978526,14.52862759,2,inclined_leg,Story 2
617,35,25,32874.46117,1.038708546,VERDADERO,14.10108654,11.87717807,14.10108654,2,inclined_leg,Story 2
618,35,30,32922.49038,1.037601928,VERDADERO,13.75209212,11.78250304,13.75209212,2,inclined_leg,Story 2
619,35,35,32962.93978,1.037402429,VERDADERO,13.50072356,11.65710461,13.50072356,2,inclined_leg,Story 2
620,35,40,33021.69826,1.038291184,VERDADERO,13.25564493,11.52060769,13.25564493,2,inclined_leg,Story 2
621,35,45,33066.16817,1.040208177,VERDADERO,13.01527866,11.37413789,13.01527866,2,inclined_leg,Story 2
622,35,50,33124.10809,1.043354789,VERDADERO,12.77889755,11.22032463,12.77889755,2,inclined_leg,Story 2
623,35,55,33163.89959,1.047472742,VERDADERO,13.59737086,12.58041386,13.59737086,0,inclined_leg,Story 2
624,35,60,33206.49573,1.053054205,VERDADERO,13.34718423,12.41228695,13.34718423,0,inclined_leg,Story 2
625,35,65,33260.42199,1.060267885,VERDADERO,13.09606616,12.23912954,13.09606616,0,inclined_leg,Story 2
626,35,70,33328.5432,1.06881012,VERDADERO,12.84111442,12.05563424,12.84111442,0,inclined_leg,Story 2
627,35,75,33382.5424,1.079323308,VERDADERO,12.58454289,11.86721419,12.58454289,0,inclined_leg,Story 2
628,35,80,33452.7128,1.091778151,VERDADERO,12.32241845,11.67234227,12.32241845,0,inclined_leg,Story 2
629,35,85,33491.40243,1.106517695,VERDADERO,12.05758496,11.47130738,12.05758496,0,inclined_leg,Story 2
630,35,90,33545.92276,1.12393765,VERDADERO,11.79195599,11.26679767,11.79195599,0,inclined_leg,Story 2
631,36,5,33585.94592,1.180613589,VERDADERO,6.324112718,8.309358624,6.324112718,0,X_diagonal_brace,Story 2
632,36,10,33636.73422,1.159484489,VERDADERO,6.062894123,7.845315245,6.062894123,0,X_diagonal_brace,Story 2
633,36,15,33687.25027,1.14055209,VERDADERO,5.828631098,7.425887679,5.828631098,0,X_diagonal_brace,Story 2
634,36,20,33731.9857,1.124019632,VERDADERO,5.627042815,7.051705899,5.627042815,0,X_diagonal_brace,Story 2
635,36,25,33786.56623,1.109519637,VERDADERO,5.442937509,6.71804628,5.442937509,0,X_diagonal_brace,Story 2
636,36,30,33844.29314,1.097058655,VERDADERO,5.286201049,6.423353893,5.286201049,0,X_diagonal_brace,Story 2
637,36,35,33898.88498,1.086431277,VERDADERO,5.154435867,6.162826093,5.154435867,0,X_diagonal_brace,Story 2
638,36,40,33943.17583,1.077546124,VERDADERO,5.048249826,5.934891188,5.048249826,0,X_diagonal_brace,Story 2
639,36,45,33979.89851,1.070277937,VERDADERO,4.969466558,5.739994923,4.969466558,0,X_diagonal_brace,Story 2
640,36,50,34026.65167,1.064651861,VERDADERO,4.916901129,5.581521203,4.916901129,0,X_diagonal_brace,Story 2
641,36,55,34061.89358,1.06049677,VERDADERO,4.880203027,5.458253414,4.880203027,0,X_diagonal_brace,Story 2
642,36,60,34094.8586,1.057875623,VERDADERO,4.869579899,5.373528459,4.869579899,0,X_diagonal_brace,Story 2
643,36,65,34143.31329,1.056875125,VERDADERO,4.88235034,5.326810499,4.88235034,0,X_diagonal_brace,Story 2
644,36,70,34209.39532,1.057415726,VERDADERO,4.914102857,5.317052754,4.914102857,0,X_diagonal_brace,Story 2
645,36,75,34258.69201,1.058722422,VERDADERO,4.467051142,5.36304856,4.467051142,0,X_diagonal_brace,Story 2
646,36,80,34313.23746,1.059252719,VERDADERO,3.96672393,5.399224417,4.007995944,0,X_diagonal_brace,Story 2
647,36,85,34367.69407,1.059763529,VERDADERO,3.533737491,5.412164693,3.740789472,0,X_diagonal_brace,Story 2
648,36,90,34422.5431,1.060367904,VERDADERO,3.110159986,5.411778158,3.611504306,0,X_diagonal_brace,Story 2
649,37,5,34475.71446,1.145892791,VERDADERO,6.762021128,9.407908881,6.762021128,0,X_diagonal_brace,Story 2
650,37,10,34524.76982,1.109754957,VERDADERO,6.404282267,8.828704929,6.404282267,0,X_diagonal_brace,Story 2
651,37,15,34555.11644,1.075579432,VERDADERO,6.078260929,8.304539492,6.078260929,0,X_diagonal_brace,Story 2
652,37,20,34600.9619,1.043257505,VERDADERO,5.785731776,7.831974049,5.785731776,0,X_diagonal_brace,Story 2
653,37,25,34655.67253,1.012519495,VERDADERO,5.522812134,7.407389307,5.522812134,0,X_diagonal_brace,Story 2
654,37,30,34701.01387,0.983039887,VERDADERO,5.287171105,7.024915684,5.287171105,0,X_diagonal_brace,Story 2
655,37,35,34763.56011,0.954646325,VERDADERO,5.083541895,6.686177697,5.083541895,0,X_diagonal_brace,Story 2
656,37,40,34820.43501,0.926914527,VERDADERO,4.909829117,6.390229054,4.909829117,0,X_diagonal_brace,Story 2
657,37,45,34871.08697,0.899351427,VERDADERO,4.764149986,6.137264679,4.764149986,0,X_diagonal_brace,Story 2
658,37,50,34912.00496,0.871294678,VERDADERO,4.643032075,5.929133961,4.643032075,0,X_diagonal_brace,Story 2
659,37,55,34950.78507,0.842275981,VERDADERO,4.554718386,5.769294979,4.554718386,0,X_diagonal_brace,Story 2
660,37,60,34997.72505,0.811633333,VERDADERO,4.499608549,5.662653333,4.499608549,0,X_diagonal_brace,Story 2
661,37,65,35057.39172,0.778284735,VERDADERO,4.479578495,5.611663653,4.479578495,0,X_diagonal_brace,Story 2
662,37,70,35093.89376,0.741494842,VERDADERO,4.504203982,5.628707374,4.504203982,0,X_diagonal_brace,Story 2
663,37,75,35141.85586,0.69997681,VERDADERO,4.580319548,5.725049776,4.580319548,0,X_diagonal_brace,Story 2
664,37,80,35174.6405,0.65214194,VERDADERO,4.718587105,5.923825007,4.718587105,0,X_diagonal_brace,Story 2
665,37,85,35213.84993,0.596276504,VERDADERO,4.946664273,6.260064951,4.946664273,0,X_diagonal_brace,Story 2
666,37,90,35251.9346,0.53041054,VERDADERO,5.287580477,6.790354732,5.287580477,0,X_diagonal_brace,Story 2
667,38,5,35303.99566,1.180673783,VERDADERO,6.325456254,8.309629142,6.325456254,0,X_diagonal_brace,Story 2
668,38,10,35351.43266,1.159430472,VERDADERO,6.061566745,7.844220194,6.061566745,0,X_diagonal_brace,Story 2
669,38,15,35401.09575,1.140532282,VERDADERO,5.828719316,7.42539885,5.828719316,0,X_diagonal_brace,Story 2
670,38,20,35454.48768,1.123987818,VERDADERO,5.623926365,7.051602353,5.623926365,0,X_diagonal_brace,Story 2
671,38,25,35501.63793,1.109541075,VERDADERO,5.44334038,6.718961592,5.44334038,0,X_diagonal_brace,Story 2
672,38,30,35538.97783,1.096982375,VERDADERO,5.286538446,6.422299308,5.286538446,0,X_diagonal_brace,Story 2
673,38,35,35579.42464,1.08641147,VERDADERO,5.155328795,6.162305919,5.155328795,0,X_diagonal_brace,Story 2
674,38,40,35618.83918,1.077512664,VERDADERO,5.049580941,5.934566455,5.049580941,0,X_diagonal_brace,Story 2
675,38,45,35661.41145,1.070273272,VERDADERO,4.969941296,5.740495042,4.969941296,0,X_diagonal_brace,Story 2
676,38,50,35712.85679,1.064657074,VERDADERO,4.914646432,5.581785483,4.914646432,0,X_diagonal_brace,Story 2
677,38,55,35769.64035,1.060497331,VERDADERO,4.881205363,5.458981843,4.881205363,0,X_diagonal_brace,Story 2
678,38,60,35813.48025,1.057905289,VERDADERO,4.869663942,5.373707384,4.869663942,0,X_diagonal_brace,Story 2
679,38,65,35865.4817,1.056840156,VERDADERO,4.881049588,5.326540833,4.881049588,0,X_diagonal_brace,Story 2
680,38,70,35915.60613,1.057407272,VERDADERO,4.916547334,5.317348177,4.916547334,0,X_diagonal_brace,Story 2
681,38,75,35972.69294,1.058752106,VERDADERO,4.44061803,5.365925237,4.44061803,0,X_diagonal_brace,Story 2
682,38,80,36019.03485,1.059240319,VERDADERO,3.966975229,5.398457733,4.007852185,0,X_diagonal_brace,Story 2
683,38,85,36072.4599,1.059732631,VERDADERO,3.528914718,5.412713433,3.73939495,0,X_diagonal_brace,Story 2
684,38,90,36129.36268,1.060345309,VERDADERO,3.108110303,5.41166355,3.61097995,0,X_diagonal_brace,Story 2
685,39,5,36176.26306,1.14587572,VERDADERO,6.759847803,9.40723365,6.759847803,0,X_diagonal_brace,Story 2
686,39,10,36212.96241,1.109699875,VERDADERO,6.402437555,8.827977363,6.402437555,0,X_diagonal_brace,Story 2
687,39,15,36259.87481,1.075639362,VERDADERO,6.080571142,8.305326196,6.080571142,0,X_diagonal_brace,Story 2
688,39,20,36313.77023,1.043258306,VERDADERO,5.786493884,7.832053308,5.786493884,0,X_diagonal_brace,Story 2
689,39,25,36345.10851,1.012471743,VERDADERO,5.521210877,7.406255572,5.521210877,0,X_diagonal_brace,Story 2
690,39,30,36385.74059,0.98305019,VERDADERO,5.288564168,7.025266668,5.288564168,0,X_diagonal_brace,Story 2
691,39,35,36424.18737,0.954625196,VERDADERO,5.083408989,6.685892879,5.083408989,0,X_diagonal_brace,Story 2
692,39,40,36474.80862,0.926873908,VERDADERO,4.908447478,6.389412777,4.908447478,0,X_diagonal_brace,Story 2
693,39,45,36532.8638,0.899318641,VERDADERO,4.763545194,6.136815674,4.763545194,0,X_diagonal_brace,Story 2
694,39,50,36571.16969,0.871279629,VERDADERO,4.643826037,5.928981891,4.643826037,0,X_diagonal_brace,Story 2
695,39,55,36619.59194,0.842247187,VERDADERO,4.554872767,5.769159025,4.554872767,0,X_diagonal_brace,Story 2
696,39,60,36676.98278,0.811576985,VERDADERO,4.499174084,5.661752982,4.499174084,0,X_diagonal_brace,Story 2
697,39,65,36723.42641,0.778363846,VERDADERO,4.478342123,5.611827104,4.478342123,0,X_diagonal_brace,Story 2
698,39,70,36776.23913,0.741514261,VERDADERO,4.503128834,5.628487476,4.503128834,0,X_diagonal_brace,Story 2
699,39,75,36829.28254,0.699992657,VERDADERO,4.579544809,5.725366149,4.579544809,0,X_diagonal_brace,Story 2
700,39,80,36889.45194,0.652197856,VERDADERO,4.719687434,5.924374397,4.719687434,0,X_diagonal_brace,Story 2
701,39,85,36947.01416,0.596290051,VERDADERO,4.943734157,6.260242071,4.943734157,0,X_diagonal_brace,Story 2
702,39,90,36988.60064,0.530408648,VERDADERO,5.287584033,6.790346979,5.287584033,0,X_diagonal_brace,Story 2
703,40,5,37035.7452,1.105192961,VERDADERO,16.53736736,12.2373506,16.53736736,2,inclined_leg,Story 2
704,40,10,37077.18242,1.056223672,VERDADERO,15.40547359,12.00345106,15.40547359,2,inclined_leg,Story 2
705,40,15,37141.00642,1.044705112,VERDADERO,14.92714811,11.96733654,14.92714811,2,inclined_leg,Story 2
706,40,20,37178.9274,1.040354683,VERDADERO,14.52667958,11.92917542,14.52667958,2,inclined_leg,Story 2
707,40,25,37235.3158,1.038653658,VERDADERO,14.10075591,11.87648201,14.10075591,2,inclined_leg,Story 2
708,40,30,37287.42764,1.037695417,VERDADERO,13.75165539,11.78399355,13.75165539,2,inclined_leg,Story 2
709,40,35,37333.11485,1.037359902,VERDADERO,13.49963993,11.65679307,13.49963993,2,inclined_leg,Story 2
710,40,40,37374.83144,1.038231047,VERDADERO,13.25631185,11.5197861,13.25631185,2,inclined_leg,Story 2
711,40,45,37426.62399,1.040321852,VERDADERO,13.0177,11.37480448,13.0177,2,inclined_leg,Story 2
712,40,50,37465.07885,1.043233402,VERDADERO,12.77545346,11.21969168,12.77545346,2,inclined_leg,Story 2
713,40,55,37520.44313,1.04747755,VERDADERO,13.59780514,12.58029987,13.59780514,0,inclined_leg,Story 2
714,40,60,37568.37455,1.053141135,VERDADERO,13.34900165,12.41272195,13.34900165,0,inclined_leg,Story 2
715,40,65,37631.59383,1.060221969,VERDADERO,13.09677181,12.23830284,13.09677181,0,inclined_leg,Story 2
716,40,70,37700.72668,1.068767996,VERDADERO,12.84034682,12.05526246,12.84034682,0,inclined_leg,Story 2
717,40,75,37746.70058,1.079322083,VERDADERO,12.5832639,11.86779458,12.5832639,0,inclined_leg,Story 2
718,40,80,37801.99605,1.091819902,VERDADERO,12.32421191,11.67253491,12.32421191,0,inclined_leg,Story 2
719,40,85,37837.02679,1.106483683,VERDADERO,12.05691388,11.47105653,12.05691388,0,inclined_leg,Story 2
720,40,90,37878.94004,1.124009449,VERDADERO,11.79115292,11.26841552,11.79115292,0,inclined_leg,Story 2
721,41,5,37930.14758,1.184085962,VERDADERO,5.991074268,8.248605428,5.991074268,0,X_diagonal_brace,Story 2
722,41,10,37967.46281,1.162764574,VERDADERO,5.754361503,7.791352675,5.754361503,0,X_diagonal_brace,Story 2
723,41,15,38009.54625,1.143894002,VERDADERO,5.54499078,7.382621828,5.54499078,0,X_diagonal_brace,Story 2
724,41,20,38059.54146,1.127245664,VERDADERO,5.361512354,7.017718374,5.361512354,0,X_diagonal_brace,Story 2
725,41,25,38115.78808,1.11273494,VERDADERO,5.200395767,6.69340136,5.200395767,0,X_diagonal_brace,Story 2
726,41,30,38168.8476,1.100175748,VERDADERO,5.063617937,6.408402911,5.063617937,0,X_diagonal_brace,Story 2
727,41,35,38226.6876,1.089406973,VERDADERO,4.948737028,6.154326013,4.948737028,0,X_diagonal_brace,Story 2
728,41,40,38283.49636,1.080348549,VERDADERO,4.861427853,5.934530541,4.861427853,0,X_diagonal_brace,Story 2
729,41,45,38337.77235,1.072952422,VERDADERO,4.799723589,5.746251019,4.799723589,0,X_diagonal_brace,Story 2
730,41,50,38389.80465,1.067080428,VERDADERO,4.758173414,5.592293726,4.758173414,0,X_diagonal_brace,Story 2
731,41,55,38428.52256,1.062721451,VERDADERO,4.739463845,5.473870654,4.739463845,0,X_diagonal_brace,Story 2
732,41,60,38470.79489,1.059883578,VERDADERO,4.743763673,5.393679269,4.743763673,0,X_diagonal_brace,Story 2
733,41,65,38517.59667,1.058584513,VERDADERO,4.772897837,5.349670253,4.772897837,0,X_diagonal_brace,Story 2
734,41,70,38577.29015,1.058818555,VERDADERO,4.823808545,5.343298006,4.823808545,0,X_diagonal_brace,Story 2
735,41,75,38620.88114,1.059913558,VERDADERO,4.433789644,5.386374184,4.433789644,0,X_diagonal_brace,Story 2
736,41,80,38662.09154,1.06012124,VERDADERO,3.943124127,5.424710225,4.009815223,0,X_diagonal_brace,Story 2
737,41,85,38699.05623,1.060073278,VERDADERO,3.53529404,5.443301865,3.765767911,0,X_diagonal_brace,Story 2
738,41,90,38732.78624,1.059697358,VERDADERO,3.177381806,5.450356222,3.659953662,0,X_diagonal_brace,Story 2
739,42,5,38792.65383,1.145731132,VERDADERO,6.812950979,9.372305535,6.812950979,0,X_diagonal_brace,Story 2
740,42,10,38842.58485,1.10975962,VERDADERO,6.43875375,8.806533381,6.43875375,0,X_diagonal_brace,Story 2
741,42,15,38896.2865,1.075613138,VERDADERO,6.099971015,8.291999679,6.099971015,0,X_diagonal_brace,Story 2
742,42,20,38960.74,1.043323614,VERDADERO,5.785283437,7.833040818,5.785283437,0,X_diagonal_brace,Story 2
743,42,25,39004.18987,1.012472192,VERDADERO,5.521230938,7.406271554,5.521230938,0,X_diagonal_brace,Story 2
744,42,30,39046.72735,0.983044657,VERDADERO,5.287174985,7.024979201,5.287174985,0,X_diagonal_brace,Story 2
745,42,35,39102.37185,0.954665099,VERDADERO,5.084240942,6.686335435,5.084240942,0,X_diagonal_brace,Story 2
746,42,40,39158.13325,0.926926434,VERDADERO,4.908470545,6.389997877,4.908470545,0,X_diagonal_brace,Story 2
747,42,45,39205.44133,0.899265736,VERDADERO,4.760977181,6.136249766,4.760977181,0,X_diagonal_brace,Story 2
748,42,50,39260.00847,0.871294071,VERDADERO,4.643001949,5.928810441,4.643001949,0,X_diagonal_brace,Story 2
749,42,55,39311.57358,0.842344607,VERDADERO,4.55516066,5.769694144,4.55516066,0,X_diagonal_brace,Story 2
750,42,60,39353.41584,0.811517222,VERDADERO,4.49907287,5.661287931,4.49907287,0,X_diagonal_brace,Story 2
751,42,65,39403.73826,0.778281239,VERDADERO,4.479774088,5.611529855,4.479774088,0,X_diagonal_brace,Story 2
752,42,70,39456.46376,0.741572569,VERDADERO,4.502958546,5.628453022,4.502958546,0,X_diagonal_brace,Story 2
753,42,75,39496.12029,0.699929633,VERDADERO,4.578467387,5.72482051,4.578467387,0,X_diagonal_brace,Story 2
754,42,80,39528.84779,0.652149645,VERDADERO,4.719227727,5.923790078,4.719227727,0,X_diagonal_brace,Story 2
755,42,85,39586.67138,0.596310413,VERDADERO,4.946046487,6.259830712,4.946046487,0,X_diagonal_brace,Story 2
