ID,Element,Percentage,Time_seconds,Final_Objective,DetectionOK,AvgDispersion,StdDispersion,MeanAbsDispersion,N_FalsePositives,Type_of_element_to_search,Story
1,1,5,4178.298416,0.312916615,VERDADERO,10.26405577,9.66860783,10.26405577,0,inclined_leg,Story 1
2,1,10,4234.230792,0.156594643,VERDADERO,7.835070522,6.578795869,7.835070522,0,inclined_leg,Story 1
3,1,15,4288.113483,0.140108301,VERDADERO,7.077522565,6.46771868,7.077522565,0,inclined_leg,Story 1
4,1,20,4353.540449,0.136951236,VERDADERO,6.742003473,6.516047718,6.742003473,0,inclined_leg,Story 1
5,1,25,4418.229896,0.134340811,VERDADERO,6.527849025,6.542074014,6.527849025,0,inclined_leg,Story 1
6,1,30,4483.913564,0.130853316,VERDADERO,6.371133919,6.522193133,6.371133919,0,inclined_leg,Story 1
7,1,35,4533.097503,0.12658566,VERDADERO,6.238905614,6.460642091,6.238905614,0,inclined_leg,Story 1
8,1,40,4582.662004,0.121818024,VERDADERO,6.127645504,6.359745944,6.127645504,0,inclined_leg,Story 1
9,1,45,4632.753268,0.116706221,VERDADERO,6.01334201,6.245797501,6.01334201,0,inclined_leg,Story 1
10,1,50,4678.552163,0.111366568,VERDADERO,5.893470995,6.125950793,5.893470995,0,inclined_leg,Story 1
11,1,55,4731.601217,0.105745186,VERDADERO,5.757510965,6.000611378,5.757510965,0,inclined_leg,Story 1
12,1,60,4784.965533,0.100016577,VERDADERO,5.617782025,5.870186412,5.617782025,0,inclined_leg,Story 1
13,1,65,4830.672739,0.094102468,VERDADERO,5.46365176,5.735159054,5.46365176,0,inclined_leg,Story 1
14,1,70,4888.932757,0.088137066,VERDADERO,5.305581496,5.594343045,5.305581496,0,inclined_leg,Story 1
15,1,75,4932.540462,0.082107015,VERDADERO,5.139956397,5.448332703,5.139956397,0,inclined_leg,Story 1
16,1,80,4977.904277,0.076076174,VERDADERO,4.969994917,5.296584104,4.969994917,0,inclined_leg,Story 1
17,1,85,5025.877397,0.070058463,VERDADERO,4.793864075,5.140258211,4.793864075,0,inclined_leg,Story 1
18,1,90,5060.68937,0.06404608,VERDADERO,4.607862099,4.978560053,4.607862099,0,inclined_leg,Story 1
19,2,5,5106.648817,0.158053174,VERDADERO,3.538230166,7.966992611,4.841621608,0,X_diagonal_brace,Story 1
20,2,10,5155.375185,0.149799766,VERDADERO,3.348738781,7.780706839,4.756927512,0,X_diagonal_brace,Story 1
21,2,15,5204.613393,0.141722357,VERDADERO,3.15900009,7.59871674,4.680371862,0,X_diagonal_brace,Story 1
22,2,20,5251.737516,0.134051061,VERDADERO,2.984251311,7.422465486,4.603471189,0,X_diagonal_brace,Story 1
23,2,25,5294.573528,0.12671817,VERDADERO,2.818291561,7.252020712,4.528874334,0,X_diagonal_brace,Story 1
24,2,30,5371.432777,0.119763333,VERDADERO,2.668796711,7.086977055,4.454099782,0,X_diagonal_brace,Story 1
25,2,35,5422.342007,0.113165922,VERDADERO,2.528511124,6.928360946,4.379706904,0,X_diagonal_brace,Story 1
26,2,40,5475.997681,0.107168922,VERDADERO,2.401256549,6.776553258,4.30341879,0,X_diagonal_brace,Story 1
27,2,45,5521.730029,0.101646501,VERDADERO,2.285278301,6.63149926,4.22425361,0,X_diagonal_brace,Story 1
28,2,50,5570.664579,0.096540471,VERDADERO,2.183581402,6.494573506,4.142359531,0,X_diagonal_brace,Story 1
29,2,55,5627.964649,0.092085219,VERDADERO,2.093729654,6.365089486,4.055313152,0,X_diagonal_brace,Story 1
30,2,60,5699.116939,0.088052258,VERDADERO,2.018660923,6.24519465,3.964015317,0,X_diagonal_brace,Story 1
31,2,65,5749.334927,0.084737358,VERDADERO,1.962239905,6.133613688,3.865618301,0,X_diagonal_brace,Story 1
32,2,70,5799.370954,0.081602424,VERDADERO,1.912524501,6.033257397,3.762187234,0,X_diagonal_brace,Story 1
33,2,75,5858.740793,0.078769835,VERDADERO,1.879976462,5.945022586,3.642953395,0,X_diagonal_brace,Story 1
34,2,80,5902.498119,0.076589716,VERDADERO,1.863771761,5.870756906,3.498465659,0,X_diagonal_brace,Story 1
35,2,85,5956.08797,0.075159306,VERDADERO,1.875877945,5.814414865,3.312817964,0,X_diagonal_brace,Story 1
36,2,90,5998.290242,0.074817077,VERDADERO,1.908790021,5.771074107,3.074243727,0,X_diagonal_brace,Story 1
37,3,5,6036.189018,0.78386759,VERDADERO,7.258272893,11.84236402,7.279485726,3,X_diagonal_brace,Story 1
38,3,10,6083.379592,0.766414282,VERDADERO,6.734272919,11.57735109,6.897630108,3,X_diagonal_brace,Story 1
39,3,15,6122.212219,0.747021094,VERDADERO,7.579289681,13.44006904,7.952973,2,X_diagonal_brace,Story 1
40,3,20,6167.966844,0.726156054,VERDADERO,7.125194709,13.15764721,7.750355954,2,X_diagonal_brace,Story 1
41,3,25,6213.056552,0.705430223,VERDADERO,6.696906716,12.87604628,7.582073223,2,X_diagonal_brace,Story 1
42,3,30,6255.523421,0.685043113,VERDADERO,6.298797179,12.59857357,7.419063234,2,X_diagonal_brace,Story 1
43,3,35,6296.77286,0.66491631,VERDADERO,5.922591661,12.32734857,7.278535599,2,X_diagonal_brace,Story 1
44,3,40,6339.131932,0.644975786,VERDADERO,5.564594802,12.06351492,7.161899741,2,X_diagonal_brace,Story 1
45,3,45,6380.575513,0.625446808,VERDADERO,6.531567985,13.88423564,8.305519325,2,X_diagonal_brace,Story 1
46,3,50,6426.356188,0.606331709,VERDADERO,6.212482842,13.6597546,8.191462698,2,X_diagonal_brace,Story 1
47,3,55,6471.160998,0.587531365,VERDADERO,5.909508254,13.45146633,8.086975915,2,X_diagonal_brace,Story 1
48,3,60,6511.997305,0.56917185,VERDADERO,5.627800696,13.26207254,8.023974384,2,X_diagonal_brace,Story 1
49,3,65,6544.031912,0.551223338,VERDADERO,5.361954682,13.09300239,7.967651212,2,X_diagonal_brace,Story 1
50,3,70,6576.227091,0.533742253,VERDADERO,5.117085135,12.9521554,7.920519155,2,X_diagonal_brace,Story 1
51,3,75,6621.519591,0.516826711,VERDADERO,4.891151568,12.83979719,7.882587937,2,X_diagonal_brace,Story 1
52,3,80,6666.70652,0.500490864,VERDADERO,4.68055804,12.7604941,7.85548712,2,X_diagonal_brace,Story 1
53,3,85,6725.028402,0.485236442,VERDADERO,4.489974116,12.72271725,7.83997657,2,X_diagonal_brace,Story 1
54,3,90,6775.469458,0.471768372,VERDADERO,4.314439748,12.74042965,7.839220063,2,X_diagonal_brace,Story 1
55,4,5,6814.06726,0.158065635,VERDADERO,3.538955696,7.967093324,4.841615801,0,X_diagonal_brace,Story 1
56,4,10,6850.48311,0.149730442,VERDADERO,3.342725776,7.780824832,4.758184067,0,X_diagonal_brace,Story 1
57,4,15,6898.612859,0.141723634,VERDADERO,3.158304248,7.599069214,4.680756082,0,X_diagonal_brace,Story 1
58,4,20,6941.70973,0.134074071,VERDADERO,2.984673349,7.42305224,4.603886792,0,X_diagonal_brace,Story 1
59,4,25,6982.215113,0.126763755,VERDADERO,2.82542543,7.250997701,4.525897807,0,X_diagonal_brace,Story 1
60,4,30,7030.453886,0.119760801,VERDADERO,2.668527806,7.086880193,4.454163805,0,X_diagonal_brace,Story 1
61,4,35,7070.883148,0.11317738,VERDADERO,2.528057165,6.928583913,4.380308547,0,X_diagonal_brace,Story 1
62,4,40,7129.313998,0.107175394,VERDADERO,2.402295673,6.776568058,4.302868642,0,X_diagonal_brace,Story 1
63,4,45,7171.978586,0.101690135,VERDADERO,2.28935839,6.631343493,4.222803614,0,X_diagonal_brace,Story 1
64,4,50,7216.739184,0.096570015,VERDADERO,2.186846772,6.494189411,4.141161668,0,X_diagonal_brace,Story 1
65,4,55,7264.354242,0.092103732,VERDADERO,2.095704512,6.364863495,4.054579113,0,X_diagonal_brace,Story 1
66,4,60,7324.586087,0.088031375,VERDADERO,2.017855341,6.244820794,3.963911463,0,X_diagonal_brace,Story 1
67,4,65,7369.689339,0.084715756,VERDADERO,1.960787593,6.133574383,3.865876611,0,X_diagonal_brace,Story 1
68,4,70,7418.467652,0.081597752,VERDADERO,1.912278141,6.033349957,3.762142415,0,X_diagonal_brace,Story 1
69,4,75,7474.581305,0.078768476,VERDADERO,1.87925691,5.945262056,3.643469006,0,X_diagonal_brace,Story 1
70,4,80,7526.961799,0.076603221,VERDADERO,1.865162661,5.870777353,3.497934449,0,X_diagonal_brace,Story 1
71,4,85,7580.388221,0.075142581,VERDADERO,1.87260292,5.814938122,3.31425945,0,X_diagonal_brace,Story 1
72,4,90,7624.034928,0.074776632,VERDADERO,1.905327993,5.770765363,3.074927209,0,X_diagonal_brace,Story 1
73,5,5,7677.467631,0.783834877,VERDADERO,7.256056847,11.84245433,7.277895541,2,X_diagonal_brace,Story 1
74,5,10,7725.192338,0.766441113,VERDADERO,6.737028426,11.57736116,6.899096652,2,X_diagonal_brace,Story 1
75,5,15,7768.949743,0.746961098,VERDADERO,7.575645467,13.44056916,7.952013883,2,X_diagonal_brace,Story 1
76,5,20,7814.732716,0.726148641,VERDADERO,7.124291513,13.15769223,7.750411539,2,X_diagonal_brace,Story 1
77,5,25,7862.781498,0.705456515,VERDADERO,6.698230659,12.87613532,7.582267814,2,X_diagonal_brace,Story 1
78,5,30,7911.91704,0.685043139,VERDADERO,6.298781628,12.59839346,7.419112966,2,X_diagonal_brace,Story 1
79,5,35,7966.709841,0.664827914,VERDADERO,5.919734436,12.3270145,7.277880973,2,X_diagonal_brace,Story 1
80,5,40,8015.557403,0.644978393,VERDADERO,5.564835134,12.06355557,7.161834247,2,X_diagonal_brace,Story 1
81,5,45,8080.2346,0.625463327,VERDADERO,6.532174108,13.88386708,8.305181277,0,X_diagonal_brace,Story 1
82,5,50,8124.10905,0.606308367,VERDADERO,6.21142163,13.65886774,8.191017494,0,X_diagonal_brace,Story 1
83,5,55,8170.764318,0.587510544,VERDADERO,5.908594519,13.45112319,8.086976308,0,X_diagonal_brace,Story 1
84,5,60,8230.069249,0.569161121,VERDADERO,5.627335322,13.26171384,8.023866104,0,X_diagonal_brace,Story 1
85,5,65,8262.328164,0.551208435,VERDADERO,5.362334622,13.09371366,7.967876345,0,X_diagonal_brace,Story 1
86,5,70,8308.591847,0.533773446,VERDADERO,5.118682045,12.95254456,7.920414577,0,X_diagonal_brace,Story 1
87,5,75,8356.661921,0.516829096,VERDADERO,4.891024521,12.83981845,7.882644754,0,X_diagonal_brace,Story 1
88,5,80,8421.06173,0.500528642,VERDADERO,4.68211499,12.76094329,7.855452508,0,X_diagonal_brace,Story 1
89,5,85,8458.612137,0.485180667,VERDADERO,4.486871924,12.72293998,7.84080725,0,X_diagonal_brace,Story 1
90,5,90,8512.009887,0.471841662,VERDADERO,4.318060335,12.74070781,7.838641822,0,X_diagonal_brace,Story 1
91,6,5,8553.991379,0.109107871,VERDADERO,5.908987846,6.040146347,5.908987846,0,inclined_leg,Story 1
92,6,10,8597.808874,0.106088859,VERDADERO,5.827124537,5.977161908,5.827124537,0,inclined_leg,Story 1
93,6,15,8633.183707,0.103062588,VERDADERO,5.744507393,5.913096962,5.744507393,0,inclined_leg,Story 1
94,6,20,8676.780006,0.100050072,VERDADERO,5.664282332,5.847653857,5.664282332,0,inclined_leg,Story 1
95,6,25,8719.425643,0.096985595,VERDADERO,5.578629427,5.781374932,5.578629427,0,inclined_leg,Story 1
96,6,30,8763.366856,0.093996301,VERDADERO,5.500724215,5.713099316,5.500724215,0,inclined_leg,Story 1
97,6,35,8804.601457,0.090909098,VERDADERO,5.410775756,5.644487318,5.410775756,0,inclined_leg,Story 1
98,6,40,8851.35761,0.087844133,VERDADERO,5.323453666,5.574412097,5.323453666,0,inclined_leg,Story 1
99,6,45,8895.958325,0.084808421,VERDADERO,5.238135872,5.502638559,5.238135872,0,inclined_leg,Story 1
100,6,50,8942.0928,0.081743703,VERDADERO,5.147558878,5.430211055,5.147558878,0,inclined_leg,Story 1
101,6,55,8993.365087,0.078713179,VERDADERO,5.059078715,5.356321535,5.059078715,0,inclined_leg,Story 1
102,6,60,9029.372087,0.075698512,VERDADERO,4.970310298,5.280950897,4.970310298,0,inclined_leg,Story 1
103,6,65,9070.812535,0.072710763,VERDADERO,4.882259604,5.204877764,4.882259604,0,inclined_leg,Story 1
104,6,70,9113.355959,0.069715206,VERDADERO,4.790545043,5.127423826,4.790545043,0,inclined_leg,Story 1
105,6,75,9159.637083,0.066739963,VERDADERO,4.697338031,5.04889428,4.697338031,0,inclined_leg,Story 1
106,6,80,9206.962752,0.063817791,VERDADERO,4.607379151,4.969460746,4.607379151,0,inclined_leg,Story 1
107,6,85,9252.485134,0.060900754,VERDADERO,4.513381201,4.888799126,4.513381201,0,inclined_leg,Story 1
108,6,90,9296.032521,0.058007404,VERDADERO,4.416543655,4.807023485,4.416543655,0,inclined_leg,Story 1
109,7,5,9328.953658,0.01690276,VERDADERO,1.680151807,3.383414529,1.68416458,0,X_diagonal_brace,Story 1
110,7,10,9363.68701,0.014043007,VERDADERO,1.572839627,3.206905269,1.591417764,0,X_diagonal_brace,Story 1
111,7,15,9394.893135,0.011678132,VERDADERO,1.491376415,3.039920722,1.504041864,0,X_diagonal_brace,Story 1
112,7,20,9433.038801,0.009708253,VERDADERO,1.423884063,2.885887781,1.442594467,0,X_diagonal_brace,Story 1
113,7,25,9473.816279,0.008100435,VERDADERO,1.374602828,2.751492766,1.393903356,0,X_diagonal_brace,Story 1
114,7,30,9516.308734,0.006815998,VERDADERO,1.342131671,2.64708217,1.363916024,0,X_diagonal_brace,Story 1
115,7,35,9562.179957,0.005833595,VERDADERO,1.34673607,2.594247234,1.370945632,0,X_diagonal_brace,Story 1
116,7,40,9600.076716,0.005260062,VERDADERO,1.450099973,2.676409197,1.471398513,0,X_diagonal_brace,Story 1
117,7,45,9648.306003,0.00810559,VERDADERO,1.804205884,3.152462349,1.804205884,0,X_diagonal_brace,Story 1
118,7,50,9693.396515,0.015029854,VERDADERO,2.144762453,3.609278606,2.144762453,0,X_diagonal_brace,Story 1
119,7,55,9736.755104,0.013482057,VERDADERO,2.086906499,3.518293313,2.086906499,0,X_diagonal_brace,Story 1
120,7,60,9781.233696,0.010039228,VERDADERO,1.929384732,3.310157536,1.929384732,0,X_diagonal_brace,Story 1
121,7,65,9831.107353,0.007430518,VERDADERO,1.782417417,3.094458161,1.782417417,0,X_diagonal_brace,Story 1
122,7,70,9875.235133,0.00609988,VERDADERO,1.665162101,2.913076282,1.66521435,0,X_diagonal_brace,Story 1
123,7,75,9908.761216,0.005951343,VERDADERO,1.554441118,2.800969771,1.58267118,0,X_diagonal_brace,Story 1
124,7,80,9951.850792,0.007101981,VERDADERO,1.501420042,2.7475847,1.576874233,0,X_diagonal_brace,Story 1
125,7,85,9980.218782,0.010010468,VERDADERO,1.506227635,2.802606309,1.626200624,0,X_diagonal_brace,Story 1
126,7,90,10021.20558,0.015169668,VERDADERO,1.588236468,2.970985362,1.749613887,0,X_diagonal_brace,Story 1
127,8,5,10068.26827,0.744675337,VERDADERO,9.221792835,13.19460451,9.221792835,2,X_diagonal_brace,Story 1
128,8,10,10113.8656,0.713842513,VERDADERO,8.778565936,12.55246253,8.778565936,2,X_diagonal_brace,Story 1
129,8,15,10160.07035,0.68054988,VERDADERO,8.349905542,11.94120575,8.349905542,2,X_diagonal_brace,Story 1
130,8,20,10211.69654,0.645879411,VERDADERO,7.941829587,11.37831311,7.941829587,2,X_diagonal_brace,Story 1
131,8,25,10251.83224,0.612013606,VERDADERO,7.561259252,10.86258702,7.561259252,2,X_diagonal_brace,Story 1
132,8,30,10290.41364,0.579667934,VERDADERO,7.211224352,10.40431297,7.211224352,2,X_diagonal_brace,Story 1
133,8,35,10335.30283,0.549284831,VERDADERO,6.895651797,10.0059117,6.895651797,2,X_diagonal_brace,Story 1
134,8,40,10373.91542,0.521085813,VERDADERO,6.609787504,9.668187931,6.609787504,2,X_diagonal_brace,Story 1
135,8,45,10422.98015,0.495408342,VERDADERO,6.359885724,9.38807048,6.359885724,2,X_diagonal_brace,Story 1
136,8,50,10453.62853,0.472275105,VERDADERO,6.146888827,9.16281898,6.146888827,2,X_diagonal_brace,Story 1
137,8,55,10501.58665,0.452138652,VERDADERO,5.987320408,8.995741008,5.987320408,2,X_diagonal_brace,Story 1
138,8,60,10552.41721,0.436077589,VERDADERO,5.905386414,8.910120999,5.905386414,2,X_diagonal_brace,Story 1
139,8,65,10595.07026,0.425922845,VERDADERO,5.937881182,8.947526693,5.937881182,2,X_diagonal_brace,Story 1
140,8,70,10639.51354,0.415527541,VERDADERO,5.929591133,8.980463166,5.929591133,2,X_diagonal_brace,Story 1
141,8,75,10673.61267,0.39763518,VERDADERO,5.723580238,8.844682796,5.723580238,2,X_diagonal_brace,Story 1
142,8,80,10723.63593,0.377044561,VERDADERO,5.442125499,8.645266102,5.442125499,2,X_diagonal_brace,Story 1
143,8,85,10759.47714,0.357063996,VERDADERO,5.158858384,8.458410007,5.158858384,2,X_diagonal_brace,Story 1
144,8,90,10817.9474,0.338625929,VERDADERO,4.92133452,8.299424825,4.92133452,2,X_diagonal_brace,Story 1
145,9,5,10846.25171,0.016897716,VERDADERO,1.677880793,3.383731533,1.684062968,0,X_diagonal_brace,Story 1
146,9,10,10881.26336,0.014043602,VERDADERO,1.572998192,3.206935335,1.591133389,0,X_diagonal_brace,Story 1
147,9,15,10930.60381,0.011688423,VERDADERO,1.493899515,3.039907429,1.504497857,0,X_diagonal_brace,Story 1
148,9,20,10981.24413,0.009712664,VERDADERO,1.427503876,2.885088124,1.443434847,0,X_diagonal_brace,Story 1
149,9,25,11025.07058,0.00810729,VERDADERO,1.373392626,2.75308321,1.394023928,0,X_diagonal_brace,Story 1
150,9,30,11079.80457,0.006816816,VERDADERO,1.342940087,2.646937279,1.363786762,0,X_diagonal_brace,Story 1
151,9,35,11118.35567,0.005836152,VERDADERO,1.348413356,2.594217881,1.371804201,0,X_diagonal_brace,Story 1
152,9,40,11165.27812,0.005262592,VERDADERO,1.450475014,2.676724164,1.47190646,0,X_diagonal_brace,Story 1
153,9,45,11210.68842,0.008120599,VERDADERO,1.807136568,3.15284872,1.807136568,0,X_diagonal_brace,Story 1
154,9,50,11252.89872,0.015022737,VERDADERO,2.143783265,3.609243028,2.143783265,0,X_diagonal_brace,Story 1
155,9,55,11304.10398,0.013485587,VERDADERO,2.085912131,3.517904953,2.085912131,0,X_diagonal_brace,Story 1
156,9,60,11341.40427,0.01005987,VERDADERO,1.932676273,3.311203326,1.932676273,0,X_diagonal_brace,Story 1
157,9,65,11384.102,0.007426668,VERDADERO,1.78236635,3.094144929,1.78236635,0,X_diagonal_brace,Story 1
158,9,70,11430.91682,0.006092857,VERDADERO,1.663670279,2.912796414,1.663766143,0,X_diagonal_brace,Story 1
159,9,75,11478.15214,0.005955835,VERDADERO,1.557391847,2.80212642,1.58095991,0,X_diagonal_brace,Story 1
160,9,80,11521.54645,0.007094829,VERDADERO,1.497642207,2.746833611,1.578803202,0,X_diagonal_brace,Story 1
161,9,85,11565.22479,0.010010621,VERDADERO,1.505252575,2.802307875,1.627570625,0,X_diagonal_brace,Story 1
162,9,90,11607.41767,0.015174337,VERDADERO,1.588768727,2.970973225,1.749767429,0,X_diagonal_brace,Story 1
163,10,5,11653.24071,1.245039549,VERDADERO,7.863690854,11.33686606,7.949174494,0,X_diagonal_brace,Story 1
164,10,10,11705.76626,1.237821348,VERDADERO,9.119773074,11.45812464,9.119773074,0,X_diagonal_brace,Story 1
165,10,15,11741.52177,1.218891049,VERDADERO,10.02178207,11.59897856,10.02178207,0,X_diagonal_brace,Story 1
166,10,20,11781.85556,1.186375104,VERDADERO,10.23118921,11.70388841,10.23118921,0,X_diagonal_brace,Story 1
167,10,25,11832.88658,1.13711094,VERDADERO,10.33279708,11.82063432,10.33279708,0,X_diagonal_brace,Story 1
168,10,30,11874.90645,1.05032265,VERDADERO,9.677260515,11.04229647,9.677260515,0,X_diagonal_brace,Story 1
169,10,35,11911.94457,0.925318177,VERDADERO,9.160390601,10.51888,9.160390601,0,X_diagonal_brace,Story 1
170,10,40,11955.84405,0.759541123,VERDADERO,9.57557082,11.30298169,9.57557082,0,X_diagonal_brace,Story 1
171,10,45,12010.54865,0.606179862,VERDADERO,8.79367577,10.75574038,8.79367577,0,X_diagonal_brace,Story 1
172,10,50,12058.17647,0.591439848,VERDADERO,8.097497792,12.07710809,8.097497792,0,X_diagonal_brace,Story 1
173,10,55,12101.71283,0.533984939,VERDADERO,7.255790993,10.4132801,7.255790993,0,X_diagonal_brace,Story 1
174,10,60,12149.64585,0.541393707,VERDADERO,7.097859924,10.12415177,7.097859924,0,X_diagonal_brace,Story 1
175,10,65,12205.14104,0.555506612,VERDADERO,7.113615747,10.39283217,7.113615747,0,X_diagonal_brace,Story 1
176,10,70,12253.99613,0.535166769,VERDADERO,6.85476531,10.25242307,6.85476531,0,X_diagonal_brace,Story 1
177,10,75,12293.71956,0.492117321,VERDADERO,6.36656122,9.740046817,6.36656122,0,X_diagonal_brace,Story 1
178,10,80,12342.20586,0.445040095,VERDADERO,5.836348323,9.191625838,5.836348323,0,X_diagonal_brace,Story 1
179,10,85,12391.72866,0.402370766,VERDADERO,5.351277098,8.755124715,5.351277098,0,X_diagonal_brace,Story 1
180,10,90,12448.96574,0.369204563,VERDADERO,5.099246301,8.507533184,5.099246301,0,X_diagonal_brace,Story 1
181,11,5,12515.23713,0.312853087,VERDADERO,10.26438373,9.666516043,10.26438373,0,inclined_leg,Story 1
182,11,10,12552.66244,0.156507493,VERDADERO,7.831878808,6.577758137,7.831878808,0,inclined_leg,Story 1
183,11,15,12588.55953,0.140063273,VERDADERO,7.074524717,6.467842129,7.074524717,0,inclined_leg,Story 1
184,11,20,12634.62304,0.136977774,VERDADERO,6.74406148,6.515795524,6.74406148,0,inclined_leg,Story 1
185,11,25,12677.33305,0.134325643,VERDADERO,6.526693287,6.54216572,6.526693287,0,inclined_leg,Story 1
186,11,30,12710.13857,0.130766864,VERDADERO,6.364508903,6.522508196,6.364508903,0,inclined_leg,Story 1
187,11,35,12754.00333,0.126551039,VERDADERO,6.235684041,6.461040391,6.235684041,0,inclined_leg,Story 1
188,11,40,12790.54677,0.121790774,VERDADERO,6.124590935,6.360170828,6.124590935,0,inclined_leg,Story 1
189,11,45,12830.24137,0.116709931,VERDADERO,6.013630607,6.245955185,6.013630607,0,inclined_leg,Story 1
190,11,50,12874.14301,0.111361514,VERDADERO,5.89338957,6.125734859,5.89338957,0,inclined_leg,Story 1
191,11,55,12917.81939,0.105734991,VERDADERO,5.756557438,6.000607007,5.756557438,0,inclined_leg,Story 1
192,11,60,12946.25345,0.099968912,VERDADERO,5.61286234,5.870507155,5.61286234,0,inclined_leg,Story 1
193,11,65,12990.96764,0.094105857,VERDADERO,5.464117935,5.735014757,5.464117935,0,inclined_leg,Story 1
194,11,70,13020.18303,0.08811496,VERDADERO,5.303196824,5.594411902,5.303196824,0,inclined_leg,Story 1
195,11,75,13058.23848,0.082100844,VERDADERO,5.139189375,5.448284568,5.139189375,0,inclined_leg,Story 1
196,11,80,13100.29461,0.076079442,VERDADERO,4.970199701,5.296535168,4.970199701,0,inclined_leg,Story 1
197,11,85,13140.2841,0.070029064,VERDADERO,4.789874659,5.140203338,4.789874659,0,inclined_leg,Story 1
198,11,90,13183.4984,0.064043123,VERDADERO,4.607435007,4.978503192,4.607435007,0,inclined_leg,Story 1
199,12,5,13231.87927,0.158076297,VERDADERO,3.539379724,7.967164525,4.841668182,0,X_diagonal_brace,Story 1
200,12,10,13281.92941,0.149757902,VERDADERO,3.346674785,7.780367979,4.756994999,0,X_diagonal_brace,Story 1
201,12,15,13327.45224,0.141721918,VERDADERO,3.158872177,7.598750048,4.680343354,0,X_diagonal_brace,Story 1
202,12,20,13378.3239,0.134068236,VERDADERO,2.986406205,7.422313081,4.602880009,0,X_diagonal_brace,Story 1
203,12,25,13407.62278,0.126714649,VERDADERO,2.819866152,7.251705945,4.527938291,0,X_diagonal_brace,Story 1
204,12,30,13453.38797,0.119794303,VERDADERO,2.67139329,7.086836824,4.453181655,0,X_diagonal_brace,Story 1
205,12,35,13502.06828,0.113175964,VERDADERO,2.528258782,6.92874886,4.380200461,0,X_diagonal_brace,Story 1
206,12,40,13548.00509,0.107158981,VERDADERO,2.401515261,6.776309873,4.302820055,0,X_diagonal_brace,Story 1
207,12,45,13584.71071,0.101646261,VERDADERO,2.285025556,6.631533832,4.224397247,0,X_diagonal_brace,Story 1
208,12,50,13621.42455,0.096522621,VERDADERO,2.18067846,6.494669549,4.143837319,0,X_diagonal_brace,Story 1
209,12,55,13666.56733,0.092141942,VERDADERO,2.097538423,6.365498632,4.054703411,0,X_diagonal_brace,Story 1
210,12,60,13734.50272,0.088047274,VERDADERO,2.019888311,6.244636892,3.963147626,0,X_diagonal_brace,Story 1
211,12,65,13794.12916,0.084716819,VERDADERO,1.959243497,6.13397416,3.866745314,0,X_diagonal_brace,Story 1
212,12,70,13838.42685,0.081632862,VERDADERO,1.913107513,6.034365623,3.7627541,0,X_diagonal_brace,Story 1
213,12,75,13884.43838,0.078772364,VERDADERO,1.880872598,5.944835525,3.6425199,0,X_diagonal_brace,Story 1
214,12,80,13925.7678,0.076600504,VERDADERO,1.864900273,5.870720093,3.497976971,0,X_diagonal_brace,Story 1
215,12,85,13959.17473,0.075126885,VERDADERO,1.870530513,5.814951533,3.315041046,0,X_diagonal_brace,Story 1
216,12,90,14011.49488,0.074769492,VERDADERO,1.905917079,5.770142673,3.07467688,0,X_diagonal_brace,Story 1
217,13,5,14064.92345,1.249892468,VERDADERO,7.876741607,11.77281511,7.905220852,0,X_diagonal_brace,Story 1
218,13,10,14105.15584,1.245214919,VERDADERO,9.168363893,12.02307432,9.168363893,0,X_diagonal_brace,Story 1
219,13,15,14135.79988,1.228965017,VERDADERO,10.99896975,12.43717797,10.99896975,0,X_diagonal_brace,Story 1
220,13,20,14169.06975,1.197986436,VERDADERO,11.19871928,12.71090146,11.19871928,0,X_diagonal_brace,Story 1
221,13,25,14213.31176,1.153001584,VERDADERO,11.03931722,13.27364061,11.03931722,0,X_diagonal_brace,Story 1
222,13,30,14251.20824,1.081637538,VERDADERO,11.34481454,13.84148969,11.34481454,0,X_diagonal_brace,Story 1
223,13,35,14279.27958,0.974139287,VERDADERO,12.15587705,14.83465022,12.15587705,0,X_diagonal_brace,Story 1
224,13,40,14320.53465,0.83249628,VERDADERO,11.8835851,14.78052338,11.8835851,2,X_diagonal_brace,Story 1
225,13,45,14363.3879,0.787705303,VERDADERO,6.852956458,12.3520681,8.293368055,3,X_diagonal_brace,Story 1
226,13,50,14407.58486,1.084192477,VERDADERO,6.535042461,13.7095118,8.155668256,2,X_diagonal_brace,Story 1
227,13,55,14456.63451,0.827396521,VERDADERO,2.597558496,8.707426898,5.735695901,5,X_diagonal_brace,Story 1
228,13,60,14505.3892,0.831744487,VERDADERO,4.773797097,12.48358418,7.321899446,4,X_diagonal_brace,Story 1
229,13,65,14556.60941,0.809928758,VERDADERO,4.620582458,12.37649713,7.240750734,4,X_diagonal_brace,Story 1
230,13,70,14602.84736,0.769018935,VERDADERO,5.394733043,13.78972832,8.215257283,3,X_diagonal_brace,Story 1
231,13,75,14635.54295,0.717989754,VERDADERO,4.624601302,12.75569099,7.774800753,3,X_diagonal_brace,Story 1
232,13,80,14677.81073,0.662079342,VERDADERO,5.225240817,13.86796158,8.597236532,2,X_diagonal_brace,Story 1
233,13,85,14720.56538,0.604823483,VERDADERO,4.486991448,12.84894442,8.103276521,2,X_diagonal_brace,Story 1
234,13,90,14769.46735,0.548520585,VERDADERO,5.174925462,14.15092454,8.863485172,2,X_diagonal_brace,Story 1
