Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,5.13903,-
6,13.55477,-
7,1.376023,-
8,14.714121,-
9,-7.471141,-
10,-7.3364,-
11,-7.719544,-
12,-7.829297,-
13,-4.39809,-
14,-1.879038,-
15,-4.537515,-
16,-1.815135,-
17,-3.64008,-
18,-2.997853,-
19,-5.378088,-
20,-6.147139,-
21,-3.419276,-
22,0.364326,-
23,-3.99978,-
24,-5.235808,-
25,-0.088546,-
26,-0.293012,-
27,-6.301249,-
28,-5.600573,-
29,-5.977775,-
30,-4.270224,-
31,-3.079943,-
32,-1.130705,-
33,3.994297,-
34,5.30288,-
35,5.298796,-
36,6.023296,-
37,13.480305,-
38,15.177411,-
39,100,Daño
40,20.383121,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
