Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,77.007225,Daño
6,71.133381,Daño
7,64.443099,Daño
8,70.811426,Daño
9,99.999954,Daño
10,100,Daño
11,82.916733,Daño
12,82.916606,Daño
13,99.000757,Daño
14,72.249112,Daño
15,67.25832,Daño
16,72.295863,Daño
17,83.955419,Daño
18,83.955466,Daño
19,62.001822,Daño
20,62.00178,Daño
21,39.616643,-
22,61.676113,Daño
23,39.746461,-
24,33.469818,-
25,32.109258,-
26,32.10934,-
27,15.347026,-
28,15.346969,-
29,7.494873,-
30,17.727685,-
31,18.792288,-
32,18.070473,-
33,45.220065,-
34,45.220048,-
35,46.588814,-
36,46.588789,-
37,48.994397,-
38,49.778164,-
39,44.869617,-
40,49.575262,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
