Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,1.437783,-
6,0.788447,-
7,1.393969,-
8,10.214162,-
9,0.391942,-
10,0.390317,-
11,0.389223,-
12,0.393304,-
13,1.342884,-
14,2.361907,-
15,1.493621,-
16,0.862436,-
17,0.427037,-
18,0.4291,-
19,0.429851,-
20,0.428507,-
21,15.5449,-
22,8.456265,-
23,100,Daño
24,1.59093,-
25,0.478733,-
26,0.479477,-
27,0.469989,-
28,0.473342,-
29,0.797698,-
30,0.779116,-
31,0.815671,-
32,0.850505,-
33,0.495176,-
34,0.49684,-
35,0.546676,-
36,0.538851,-
37,0.548284,-
38,0.592051,-
39,0.554067,-
40,0.725638,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
