Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,10.462777,-
6,1.34698,-
7,0.47915,-
8,4.037506,-
9,0.060675,-
10,0.053392,-
11,0.057991,-
12,0.049727,-
13,0.656125,-
14,1.283674,-
15,1.661505,-
16,0.639844,-
17,0.190781,-
18,0.184673,-
19,0.19089,-
20,0.189343,-
21,3.756138,-
22,15.351415,-
23,4.715026,-
24,100,Daño
25,0.324353,-
26,0.337663,-
27,0.333319,-
28,0.35828,-
29,0.821529,-
30,0.579904,-
31,0.8558,-
32,0.95057,-
33,0.44415,-
34,0.448874,-
35,0.456734,-
36,0.471165,-
37,0.756212,-
38,0.518889,-
39,0.601865,-
40,0.544985,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
