Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,21.420489,-
6,18.871737,-
7,18.34143,-
8,3.757531,-
9,1.694696,-
10,0.849417,-
11,1.495068,-
12,1.790796,-
13,4.228105,-
14,2.100329,-
15,3.94747,-
16,100,Daño
17,6.043866,-
18,0.379469,-
19,0.605593,-
20,3.561251,-
21,3.567398,-
22,12.152178,-
23,11.96547,-
24,1.000547,-
25,1.548907,-
26,0.144571,-
27,0.368059,-
28,1.655693,-
29,0.965363,-
30,0.582549,-
31,1.6041,-
32,2.287316,-
33,0.714475,-
34,0.340974,-
35,0.183385,-
36,0.489636,-
37,0.352375,-
38,0.456967,-
39,0.453218,-
40,0.917921,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
