Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,5.260166,-
6,14.741587,-
7,6.492488,-
8,6.080405,-
9,8.649176,-
10,8.00987,-
11,7.98775,-
12,7.992632,-
13,7.778601,-
14,7.515756,-
15,7.557314,-
16,7.302897,-
17,7.724791,-
18,7.94849,-
19,7.890115,-
20,8.236333,-
21,100,Daño
22,12.69291,-
23,5.698695,-
24,39.079381,-
25,7.738067,-
26,8.064814,-
27,7.7796,-
28,8.193589,-
29,7.88472,-
30,8.027891,-
31,87.779606,Daño
32,11.239443,-
33,7.350814,-
34,7.480844,-
35,7.037769,-
36,11.469024,-
37,6.665714,-
38,7.471892,-
39,8.953233,-
40,8.932447,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
