Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,67.774152,Daño
6,42.180444,-
7,67.774152,Daño
8,19.096246,-
9,41.308436,-
10,42.05794,-
11,42.057943,-
12,41.308433,-
13,98.706649,Daño
14,100,Daño
15,98.706649,Daño
16,35.77073,-
17,35.886758,-
18,37.245143,-
19,37.245148,-
20,35.886752,-
21,95.407376,Daño
22,28.138961,-
23,90.03997,Daño
24,28.138961,-
25,33.951236,-
26,33.050733,-
27,33.050732,-
28,33.951231,-
29,11.547232,-
30,6.232392,-
31,11.547232,-
32,15.74399,-
33,33.29969,-
34,30.9107,-
35,30.910698,-
36,33.299679,-
37,25.669131,-
38,27.938926,-
39,25.669131,-
40,28.092277,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
