Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,17.968776,-
6,21.331483,-
7,15.755157,-
8,100,Daño
9,15.361769,-
10,-1.296791,-
11,-1.523604,-
12,10.254062,-
13,0.938391,-
14,-1.4771,-
15,-0.264012,-
16,15.757749,-
17,1.795165,-
18,-2.267236,-
19,-2.393227,-
20,2.619142,-
21,1.698285,-
22,-1.804626,-
23,15.029098,-
24,-1.212748,-
25,-1.009511,-
26,-2.437659,-
27,-2.569544,-
28,-1.02348,-
29,-2.23463,-
30,-2.237496,-
31,-2.274868,-
32,-1.648964,-
33,-2.142012,-
34,-2.305605,-
35,-2.445837,-
36,-2.191926,-
37,-2.185496,-
38,-1.531849,-
39,-2.235035,-
40,-1.088226,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
