Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,14.055383,-
6,-0.442294,-
7,10.168894,-
8,6.320367,-
9,-0.122021,-
10,-0.337737,-
11,-1.90471,-
12,-1.576289,-
13,0.738507,-
14,0.179165,-
15,-0.19616,-
16,0.684695,-
17,-0.056357,-
18,-0.152968,-
19,-1.498401,-
20,-1.334264,-
21,2.110684,-
22,2.493413,-
23,1.967806,-
24,2.24858,-
25,-1.878859,-
26,-2.276269,-
27,-1.870635,-
28,-1.338769,-
29,0.4962,-
30,3.076967,-
31,13.132076,-
32,20.329176,-
33,5.43761,-
34,4.60429,-
35,4.319511,-
36,4.216574,-
37,4.982751,-
38,10.349119,-
39,100,Daño
40,12.962407,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
