Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,12.295052324388015,-
6,15.18876254801384,-
7,5.3218154561433755,-
8,13.189295063825812,-
9,0.1009534580053525,-
10,0.02911950443084105,-
11,4.885634409276069,-
12,1.8465429068705321,-
13,-0.08795890218823595,-
14,0.4738841280986242,-
15,100.0,Daño
16,0.7255088607636503,-
17,-0.6368252383933624,-
18,-0.6557835642419865,-
19,19.062134556930474,-
20,9.819243177357892,-
21,1.2919961609343995,-
22,7.418010172693871,-
23,6.6456051140654075,-
24,8.413657320855487,-
25,-0.7626900182942518,-
26,-0.6590644706641792,-
27,3.559899184992759,-
28,4.199504637080551,-
29,-0.49371936044254344,-
30,-0.22606842501827756,-
31,1.692228072614623,-
32,1.2287517239189634,-
33,-0.3357712571504075,-
34,-0.20772541372848036,-
35,0.5477962147368173,-
36,0.9724843887428349,-
37,-0.12147317459731144,-
38,-0.1975265361779483,-
39,-0.054099121207038026,-
40,0.13538153538762954,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
