Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,16.471394981933521,-
6,4.5617381002683119,-
7,15.702882633428143,-
8,4.4306326003386358,-
9,-6.6038369517064783,-
10,-6.9301443015509028,-
11,-6.884333129871095,-
12,-6.5247477568191492,-
13,-0.34466526081624088,-
14,-0.90463669960418658,-
15,-0.43828793932317994,-
16,-1.2199448374767059,-
17,-3.0550712554062431,-
18,-5.4086038023900755,-
19,-5.0051663660952661,-
20,-2.6419367745164268,-
21,3.4778996754497951,-
22,-2.3354021450322917,-
23,-0.94412119423158347,-
24,-3.045503899614403,-
25,0.66343546978347223,-
26,-4.9122282668833295,-
27,-6.0094054314597427,-
28,0.45642504300064896,-
29,-0.36953785330393557,-
30,2.6361716654137313,-
31,-3.7245762241503582,-
32,3.5050980314587727,-
33,2.2898790544673164,-
34,4.7915236394655256,-
35,4.7567195634145873,-
36,2.9559658428713385,-
37,15.734231179608175,-
38,100,Daño
39,11.624974140560971,-
40,13.713618922693277,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
