Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,22.564154824334118,-
6,24.138197825837153,-
7,18.817721639742306,-
8,24.134331309422219,-
9,2.6157888834521326,-
10,2.6157890239783304,-
11,2.9334418114482297,-
12,2.9334421583038686,-
13,13.297595005190596,-
14,12.602514312827328,-
15,14.422694721582852,-
16,12.599157676020026,-
17,6.3827120963791257,-
18,6.3827159595429492,-
19,5.9206827591851603,-
20,5.9206846750378697,-
21,23.079858713440672,-
22,21.476412093263189,-
23,23.084935321550009,-
24,24.803794923465496,-
25,17.692680818886426,-
26,17.692696812428984,-
27,15.75506876224035,-
28,15.755076821225094,-
29,100,Daño
30,65.711278669531353,Daño
31,27.271145286558323,-
32,65.724665292521451,Daño
33,43.686767580959419,-
34,43.686816222531043,-
35,32.633248549854642,-
36,32.633268410398429,-
37,87.486125790894761,Daño
38,43.815386362241739,-
39,30.041407176819057,-
40,43.816201238229787,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
