Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,1.818207,-
6,8.936794,-
7,5.545738,-
8,10.000375,-
9,-7.30534,-
10,-7.200985,-
11,-6.8792,-
12,-7.01446,-
13,-4.036329,-
14,-2.93684,-
15,-4.072901,-
16,-2.931514,-
17,-5.655807,-
18,-4.90342,-
19,-2.93914,-
20,-3.601854,-
21,-4.150206,-
22,-4.730883,-
23,-4.141013,-
24,-0.137306,-
25,-4.982623,-
26,-5.748165,-
27,-0.959006,-
28,-0.666654,-
29,-2.760393,-
30,-3.861852,-
31,-6.434923,-
32,-0.846539,-
33,6.273607,-
34,5.635869,-
35,6.155929,-
36,4.857235,-
37,100,Daño
38,15.146414,-
39,13.675436,-
40,18.315934,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
