Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,99.996283,Daño
6,99.797754,Daño
7,100,Daño
8,99.788861,Daño
9,11.964758,-
10,11.621248,-
11,11.964109,-
12,11.62176,-
13,62.439878,Daño
14,60.774738,Daño
15,62.438487,Daño
16,60.778679,Daño
17,23.876166,-
18,24.383514,-
19,23.874544,-
20,24.384727,-
21,52.387573,Daño
22,58.102283,Daño
23,52.389315,Daño
24,58.108437,Daño
25,36.48042,-
26,37.772455,-
27,36.477241,-
28,37.774592,-
29,49.310538,-
30,46.286629,-
31,49.307493,-
32,46.290559,-
33,46.972329,-
34,47.931014,-
35,46.969427,-
36,47.932976,-
37,56.267974,Daño
38,54.393002,Daño
39,56.268889,Daño
40,54.393188,Daño
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
