Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,60.924317,Daño
6,46.122652,-
7,46.121623,-
8,60.924551,Daño
9,15.285537,-
10,34.653795,-
11,33.207497,-
12,34.653639,-
13,26.287241,-
14,37.068589,-
15,37.068591,-
16,26.28742,-
17,23.183413,-
18,22.662094,-
19,27.943154,-
20,22.662123,-
21,30.788275,-
22,30.788246,-
23,35.202166,-
24,35.202374,-
25,21.522382,-
26,9.42451,-
27,53.604073,Daño
28,9.424493,-
29,6.129184,-
30,58.865913,Daño
31,58.865876,Daño
32,6.129124,-
33,14.50578,-
34,8.046862,-
35,75.139342,Daño
36,8.046894,-
37,13.740516,-
38,99.999949,Daño
39,100,Daño
40,13.740518,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
