Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,5.343342,-
6,6.539155,-
7,6.415831,-
8,4.516556,-
9,0.951495,-
10,1.749505,-
11,1.125892,-
12,0.646479,-
13,5.656808,-
14,6.06538,-
15,5.747466,-
16,6.05191,-
17,1.168821,-
18,1.524327,-
19,2.037583,-
20,1.13557,-
21,10.558734,-
22,3.55946,-
23,14.000936,-
24,16.232022,-
25,1.932087,-
26,1.898887,-
27,1.722157,-
28,1.882907,-
29,4.313265,-
30,14.489103,-
31,100,Daño
32,7.586703,-
33,1.750426,-
34,1.756565,-
35,2.202373,-
36,1.814801,-
37,2.625269,-
38,2.170501,-
39,2.06472,-
40,1.904599,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
