Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,36.154132,-
6,30.852132,-
7,22.473069,-
8,30.851449,-
9,27.807187,-
10,27.807169,-
11,14.490623,-
12,14.490593,-
13,100,Daño
14,26.109487,-
15,12.193135,-
16,26.104174,-
17,18.842751,-
18,18.842801,-
19,10.275756,-
20,10.275703,-
21,9.765521,-
22,8.05241,-
23,9.765996,-
24,7.81366,-
25,8.600498,-
26,8.60057,-
27,7.044564,-
28,7.044517,-
29,6.449604,-
30,4.45516,-
31,4.147936,-
32,4.45582,-
33,6.703195,-
34,6.703236,-
35,5.831332,-
36,5.831295,-
37,4.888074,-
38,4.291889,-
39,3.825769,-
40,4.292408,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
