Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,100,Daño
6,71.371562,Daño
7,97.735568,Daño
8,73.634247,Daño
9,12.228868,-
10,12.603975,-
11,13.430649,-
12,12.603761,-
13,43.024879,-
14,27.001032,-
15,43.751933,-
16,26.275512,-
17,26.17069,-
18,27.323743,-
19,26.652166,-
20,27.323285,-
21,79.372138,Daño
22,81.263807,Daño
23,94.634649,Daño
24,96.526634,Daño
25,43.443048,-
26,44.40376,-
27,45.490649,-
28,44.403047,-
29,54.200931,Daño
30,55.266376,Daño
31,56.392456,Daño
32,53.073843,Daño
33,53.073578,Daño
34,54.317858,Daño
35,56.631079,Daño
36,54.317171,Daño
37,52.341628,Daño
38,50.739615,Daño
39,52.826568,Daño
40,50.253685,Daño
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
