Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,85.573641,Daño
6,87.088099,Daño
7,85.58677,Daño
8,81.984706,Daño
9,12.149413,-
10,12.081128,-
11,12.083909,-
12,12.152177,-
13,64.498123,Daño
14,64.636748,Daño
15,64.493759,Daño
16,64.810647,Daño
17,26.002023,-
18,26.054558,-
19,26.060761,-
20,26.008212,-
21,100,Daño
22,98.021269,Daño
23,96.992995,Daño
24,98.018078,Daño
25,42.866648,-
26,43.291044,-
27,43.300728,-
28,42.876426,-
29,82.596943,Daño
30,98.81124,Daño
31,82.598093,Daño
32,64.475407,Daño
33,58.174663,Daño
34,59.509721,Daño
35,59.518863,Daño
36,58.18357,Daño
37,66.79392,Daño
38,69.992457,Daño
39,66.797099,Daño
40,62.296234,Daño
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
