Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,60.83818,Daño
6,64.71041,Daño
7,60.853925,Daño
8,69.400606,Daño
9,26.145944,-
10,27.141409,-
11,26.397576,-
12,26.876033,-
13,33.028223,-
14,32.607472,-
15,33.010451,-
16,32.123579,-
17,33.900387,-
18,34.149211,-
19,33.762064,-
20,34.258193,-
21,39.722918,-
22,34.450312,-
23,30.474175,-
24,34.413119,-
25,36.441494,-
26,33.988377,-
27,34.17611,-
28,36.210392,-
29,88.842015,Daño
30,100,Daño
31,88.801215,Daño
32,46.812074,-
33,54.988355,Daño
34,59.182659,Daño
35,59.362581,Daño
36,54.764301,Daño
37,50.635825,Daño
38,59.565853,Daño
39,50.608584,Daño
40,36.808727,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
