Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,24.452396,-
6,17.535714,-
7,24.452392,-
8,31.261763,-
9,30.190292,-
10,16.532859,-
11,16.532425,-
12,30.190751,-
13,23.90187,-
14,10.619581,-
15,23.901834,-
16,100,Daño
17,21.035884,-
18,11.494671,-
19,11.49418,-
20,21.036366,-
21,6.904049,-
22,9.734949,-
23,6.489908,-
24,9.734927,-
25,7.858202,-
26,6.302982,-
27,6.302787,-
28,7.858394,-
29,3.382216,-
30,2.829216,-
31,3.38221,-
32,5.489215,-
33,6.143326,-
34,5.414633,-
35,5.414418,-
36,6.143535,-
37,2.868887,-
38,2.677604,-
39,2.868884,-
40,3.671979,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
