ID,Elemento,Porcentaje,Tiempo_s,ObjFinal,DeteccionOK,PromDispersion,StdDispersion,MeanAbsDispersion,N_FalsosPositivos
44,5,40,2283.1737663,0.698114705859492,TRUE,8.72194985272612,12.7924677751693,8.72194985272612,1
45,5,45,2328.6181235,0.697773726046457,TRUE,8.72412219220388,12.7951929986394,8.72412219220388,1
46,6,5,2366.9282365,0.112903087612576,TRUE,6.05694362475887,6.0985890187334,6.05694362475887,1
47,6,10,2399.1271409,0.11288335725379,TRUE,6.05528654282758,6.09855766543391,6.05528654282758,1
48,6,15,2441.3309226,0.112962629661755,TRUE,6.06568709855769,6.09696775379785,6.06568709855769,1
49,6,20,2485.7512872,0.112893760643291,TRUE,6.05973048058234,6.09675455879004,6.05973048058234,1
50,6,25,2531.0148418,0.112918049886723,TRUE,6.06475307390422,6.09516790457144,6.06475307390422,1
51,6,30,2567.137871,0.112868291949415,TRUE,6.06185668512755,6.0942079669525,6.06185668512755,1
52,6,35,2612.1536251,0.112938226263715,TRUE,6.07154158149776,6.09239072833385,6.07154158149776,1
53,6,40,2659.2059481,0.11298152064366,TRUE,6.07735052682249,6.09126423640577,6.07735052682249,1
54,6,45,2696.9329718,0.112990918975182,TRUE,6.0803558375136,6.08977456290661,6.0803558375136,1
55,7,5,2747.0197855,0.102469334811338,TRUE,3.28987476998282,6.10153846027998,4.24993717718615,0
56,7,10,2798.0396135,0.101785255135918,TRUE,3.34145377768868,6.0787482198777,4.24255495035208,0
57,7,15,2841.3692473,0.0996480930617505,TRUE,3.40863190967096,6.01791653239528,4.20997859290017,0
58,7,20,2887.8781227,0.0930714992277534,TRUE,3.48258825841154,5.85622348944175,4.09390981001764,0
59,7,25,2928.9332988,0.0738482544315298,TRUE,3.46719961847766,5.44936512957125,3.70978837159828,0
60,7,30,2978.7912428,0.0469782572030565,TRUE,3.07638589970319,4.86827743770357,3.07638589970319,0
61,7,35,3026.7462444,0.0417237064934771,TRUE,2.9343795226558,4.72808477608844,2.9343795226558,0
62,7,40,3075.7974035,0.0385711611609597,TRUE,2.82984689880925,4.63538675683021,2.82984689880925,0
63,7,45,3124.314515,0.0362241956744329,TRUE,2.75001374658292,4.56156931184421,2.75001374658292,0
64,8,5,3172.6283981,0.681634592169721,TRUE,8.22524505136514,12.0430700733096,8.22524505136514,2
65,8,10,3221.3346912,0.683858741048767,TRUE,8.28939562008781,12.1352945092904,8.28939562008781,2
66,8,15,3257.6833281,0.686121850704969,TRUE,8.35891122200009,12.2406907087342,8.35891122200009,2
67,8,20,3307.1083185,0.689112051714797,TRUE,8.44529938482052,12.3719372300522,8.44529938482052,2
68,8,25,3348.1102714,0.693131122456683,TRUE,8.56529305900777,12.5518494396619,8.56529305900777,2
69,8,30,3387.2704812,0.697739936803071,TRUE,8.69578796844555,12.7522665872257,8.69578796844555,2
70,8,35,3430.8895691,0.69815439177054,TRUE,8.71761840589626,12.7834297664987,8.71761840589626,2
71,8,40,3478.2773849,0.698096098037389,TRUE,8.72233466843169,12.7924500210654,8.72233466843169,2
72,8,45,3528.43449,0.69784030028428,TRUE,8.7265076879139,12.7946098009389,8.7265076879139,2
73,9,5,3587.8628969,0.102568075119644,TRUE,3.29926112778922,6.10156425304981,4.25019828258034,1
74,9,10,3629.6887354,0.101909380208381,TRUE,3.34749276773827,6.0799390711378,4.24313619976011,1
75,9,15,3674.2798868,0.0997312610585999,TRUE,3.41396334050603,6.0183105149638,4.21008188574056,1
76,9,20,3732.0064017,0.0931128572520902,TRUE,3.49288824676894,5.85579801273125,4.09410399730939,1
77,9,25,3780.6111015,0.0738757182201226,TRUE,3.46873091497579,5.45023656600193,3.71067491054761,1
78,9,30,3842.1104592,0.046928433936746,TRUE,3.07354524643939,4.86743577827955,3.07354524643939,1
79,9,35,3882.5916959,0.0417271055166162,TRUE,2.93423694358716,4.72868959743507,2.93423694358716,1
80,9,40,3920.8024229,0.0385402469810152,TRUE,2.82805833106865,4.63499391276309,2.82805833106865,1
81,9,45,3959.5462148,0.036211383223738,TRUE,2.74996490679632,4.56099919343911,2.74996490679632,1
82,10,5,4010.7529194,1.27786401158128,TRUE,4.11210747422949,6.56986102799527,4.11210747422949,2
83,10,10,4062.6849178,1.19294976179481,TRUE,4.13939157333294,4.98875207358446,4.13939157333294,2
84,10,15,4111.8503937,1.16696306246641,TRUE,4.88617205410052,5.99919838211214,4.88617205410052,2
85,10,20,4171.756574,1.17924602161005,TRUE,7.38749465510151,10.4934889385416,7.38749465510151,1
86,10,25,4203.9766192,1.21030847948614,TRUE,8.33169144501439,11.2823790602603,8.33169144501439,1
87,10,30,4251.2894249,1.21492300319716,TRUE,8.4855619176809,11.4144229570443,8.4855619176809,1
88,10,35,4316.6612081,1.21743975628936,TRUE,8.58583611789576,11.4976240727136,8.58583611789576,1
89,10,40,4363.5245243,1.21733349602455,TRUE,8.65341279912758,11.5309778961382,8.65341279912758,1
90,10,45,4417.2644558,1.2157533366457,TRUE,8.66942685477499,11.5224461245589,8.66942685477499,1
91,11,5,4463.8551664,0.925573787408526,FALSE,6.42054100101188,7.28399788391557,6.42054100101188,4
92,11,10,4514.203205,0.909768539146187,FALSE,6.37723366765993,7.67122986039729,6.37723366765993,4
93,11,15,4542.3187087,0.88780138604189,FALSE,6.6262346322146,8.28820679608411,6.6262346322146,4
94,11,20,4596.9916434,0.846689894309833,FALSE,7.62485161227021,9.58879841205062,7.62485161227021,4
95,11,25,4637.0024949,0.796878672048219,FALSE,10.9645410585533,13.5555244541365,10.9645410585533,2
96,11,30,4687.0735745,0.748035210363205,FALSE,11.3580706860107,12.7376956561984,11.3580706860107,2
97,11,35,4739.8119504,0.773651774553387,FALSE,14.6538080165691,16.0629371663699,14.6538080165691,2
98,11,40,4791.8555365,0.927258225310342,FALSE,10.8155804145724,11.0136599966981,10.8155804145724,4
99,11,45,4822.5579546,0.983715214831487,FALSE,17.7531965365611,14.7818072397863,17.7531965365611,3
100,12,5,4872.9447472,0.126640632818699,TRUE,2.12735480052445,7.24481528814625,4.63967339994996,0
101,12,10,4936.2947563,0.127624557744828,TRUE,2.15073023058137,7.27118476370901,4.65398131202808,0
102,12,15,4982.9363734,0.12890446049516,TRUE,2.20978407416983,7.2998311764314,4.66228360150293,0
103,12,20,5034.7302122,0.130466688336026,TRUE,2.26134568297334,7.33861144318774,4.67945382313473,0
104,12,25,5098.8491226,0.132696315078736,TRUE,2.35857035094508,7.38946790293443,4.69479100895726,0
