Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,80.879212,Daño
6,100,Daño
7,99.998081,Daño
8,80.884637,Daño
9,3.988205,-
10,26.454135,-
11,55.185161,Daño
12,26.454843,-
13,9.42234,-
14,18.518847,-
15,18.517946,-
16,9.428586,-
17,2.835599,-
18,10.13352,-
19,13.166256,-
20,10.134119,-
21,4.813442,-
22,4.808606,-
23,6.911742,-
24,6.912843,-
25,2.192406,-
26,2.638847,-
27,4.58071,-
28,2.639154,-
29,1.41149,-
30,1.704196,-
31,1.675679,-
32,1.41712,-
33,2.045863,-
34,0.926835,-
35,2.343481,-
36,0.926913,-
37,0.541123,-
38,0.473588,-
39,0.471479,-
40,0.546859,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
