Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,15.864693,-
6,21.543386,-
7,18.123364,-
8,100,Daño
9,10.862735,-
10,-1.420315,-
11,-1.179581,-
12,16.19144,-
13,-0.191233,-
14,-1.397632,-
15,1.044449,-
16,16.077337,-
17,2.863367,-
18,-2.324025,-
19,-2.194223,-
20,2.010282,-
21,1.867758,-
22,-1.15334,-
23,15.117584,-
24,-1.757555,-
25,-0.930821,-
26,-2.506546,-
27,-2.370646,-
28,-0.916602,-
29,-2.215175,-
30,-2.171383,-
31,-2.17588,-
32,-1.585124,-
33,-2.127149,-
34,-2.385413,-
35,-2.242113,-
36,-2.077215,-
37,-2.175839,-
38,-1.473941,-
39,-2.127845,-
40,-1.032891,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
