Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,37.68986,-
6,34.721724,-
7,34.696321,-
8,37.70664,-
9,11.14447,-
10,12.944395,-
11,17.147646,-
12,12.944012,-
13,17.725131,-
14,24.41299,-
15,24.381987,-
16,17.73321,-
17,12.718312,-
18,14.763683,-
19,21.250696,-
20,14.763691,-
21,42.171126,-
22,42.165492,-
23,100,Daño
24,99.979991,Daño
25,14.12849,-
26,19.114579,-
27,27.53194,-
28,19.114989,-
29,20.430311,-
30,40.580609,-
31,40.567893,-
32,20.445038,-
33,15.663423,-
34,18.463873,-
35,19.145039,-
36,18.464677,-
37,16.06814,-
38,17.080078,-
39,17.072659,-
40,16.077425,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
