Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,66.683227,Daño
6,98.693664,Daño
7,82.870024,Daño
8,94.948202,Daño
9,76.697008,Daño
10,76.696992,Daño
11,95.729313,Daño
12,95.729167,Daño
13,64.681038,Daño
14,69.414703,Daño
15,100,Daño
16,70.117792,Daño
17,54.84897,Daño
18,54.848993,Daño
19,77.692809,Daño
20,77.692764,Daño
21,44.816828,-
22,36.825,-
23,44.830554,-
24,69.747038,Daño
25,17.326116,-
26,17.326166,-
27,33.796468,-
28,33.796415,-
29,18.364258,-
30,25.260535,-
31,15.762924,-
32,28.138176,-
33,52.576907,Daño
34,52.576877,Daño
35,48.199706,-
36,48.199715,-
37,54.806996,Daño
38,67.454886,Daño
39,58.606394,Daño
40,66.299715,Daño
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
