Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,2.57434,-
6,3.716924,-
7,11.348525,-
8,3.648282,-
9,0.678085,-
10,0.67506,-
11,0.691498,-
12,0.690155,-
13,4.666666,-
14,3.359621,-
15,2.461831,-
16,3.615073,-
17,1.119157,-
18,1.110722,-
19,1.111842,-
20,1.108771,-
21,4.396567,-
22,100,Daño
23,10.239927,-
24,16.094418,-
25,1.574016,-
26,1.581351,-
27,1.586835,-
28,1.569571,-
29,2.275842,-
30,2.326338,-
31,2.397354,-
32,2.360791,-
33,1.868858,-
34,1.77629,-
35,1.776919,-
36,1.850113,-
37,1.825275,-
38,1.764926,-
39,2.055157,-
40,1.781049,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
