Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,3.434488,-
6,5.722208,-
7,12.428619,-
8,4.189214,-
9,1.291907,-
10,1.312851,-
11,1.295272,-
12,1.317729,-
13,5.162919,-
14,3.706402,-
15,2.882558,-
16,3.538505,-
17,1.660897,-
18,1.685001,-
19,1.662725,-
20,1.694703,-
21,4.002134,-
22,100,Daño
23,5.954558,-
24,16.30346,-
25,2.128286,-
26,2.097375,-
27,2.105082,-
28,2.12661,-
29,2.479204,-
30,3.028545,-
31,2.887242,-
32,2.966349,-
33,2.434003,-
34,2.41954,-
35,2.355686,-
36,2.378064,-
37,2.402422,-
38,2.364817,-
39,2.699947,-
40,2.482252,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
