Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,30.169496,-
6,28.180885,-
7,35.339669,-
8,33.336999,-
9,12.753606,-
10,17.104114,-
11,12.754427,-
12,12.279844,-
13,22.071215,-
14,21.236461,-
15,16.880625,-
16,16.025895,-
17,10.276892,-
18,18.253655,-
19,10.277282,-
20,9.56349,-
21,24.412525,-
22,100,Daño
23,99.864756,Daño
24,24.559742,-
25,12.029397,-
26,23.420147,-
27,12.029533,-
28,6.21431,-
29,37.949334,-
30,37.846004,-
31,9.22231,-
32,9.132826,-
33,10.577401,-
34,11.936724,-
35,10.577351,-
36,6.76896,-
37,9.066874,-
38,8.86082,-
39,7.293674,-
40,7.088479,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
