Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,4.954189,-
6,5.470809,-
7,9.166953,-
8,7.767526,-
9,1.574301,-
10,1.136787,-
11,1.353147,-
12,1.456995,-
13,5.793519,-
14,5.796468,-
15,5.92259,-
16,5.645015,-
17,1.859955,-
18,2.353822,-
19,2.643386,-
20,2.550819,-
21,3.373716,-
22,6.785681,-
23,9.313265,-
24,9.457989,-
25,3.778068,-
26,4.084708,-
27,4.285792,-
28,4.123419,-
29,5.110321,-
30,12.779252,-
31,100,Daño
32,8.696177,-
33,4.529694,-
34,4.973958,-
35,5.465383,-
36,4.705243,-
37,4.643118,-
38,5.151202,-
39,4.867476,-
40,3.250241,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
