Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,3.1749490671308176,-
6,7.915603615375705,-
7,7.9145988923272084,-
8,3.1760451933282039,-
9,2.8117857850552892,-
10,4.4890032551837686,-
11,43.110154821269916,-
12,4.488993228519937,-
13,4.6226712081763131,-
14,25.032859634627219,-
15,25.032559865185355,-
16,4.6229005689362621,-
17,3.9518161704613579,-
18,2.5716075362245969,-
19,100,Daño
20,2.5715799004508928,-
21,6.4053660596209845,-
22,6.4056241473868178,-
23,40.459530343249796,-
24,40.459804717316665,-
25,5.6052809207341996,-
26,12.012618744686899,-
27,52.186958412970199,Daño
28,12.012586411181987,-
29,8.8634555968912156,-
30,25.116694892576223,-
31,25.116800534055162,-
32,8.8633420045655864,-
33,8.4218094463813884,-
34,13.663034885194858,-
35,32.062173374186983,-
36,13.663009788000597,-
37,11.366145210274913,-
38,20.110292691878545,-
39,20.110331303231945,-
40,11.366102402938912,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
