Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,35.301280630513531,-
6,24.020250031285702,-
7,24.021057332747873,-
8,35.301005347196885,-
9,5.8065537020815636,-
10,13.754396295769473,-
11,-1.0599430721584795,-
12,13.754391336924535,-
13,19.406121255030243,-
14,4.2829340111482148,-
15,4.2831119165822313,-
16,19.406086681692276,-
17,17.126048282664822,-
18,3.7529925604726864,-
19,0.52476545843440425,-
20,3.7529586216420974,-
21,34.066608049942708,-
22,34.067066445506725,-
23,16.241830757475981,-
24,16.241622883027915,-
25,52.961808054816807,Daño
26,3.5660983285528669,-
27,9.2790038781466819,-
28,3.5661047980174878,-
29,51.127155805890531,Daño
30,5.7616950098869602,-
31,5.7615715798404263,-
32,51.127723749834175,Daño
33,66.993089952977201,Daño
34,10.079384673235152,-
35,20.577161393182045,-
36,10.079400799198869,-
37,99.999838947620916,Daño
38,20.104530170369955,-
39,20.104464834903339,-
40,100,Daño
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
