Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,13.384977668718207,-
6,13.594977309366193,-
7,14.448982725510884,-
8,6.378308906047379,-
9,-0.43155988991147465,-
10,-0.39611098816385176,-
11,-0.41045058833715847,-
12,-0.46222912168004499,-
13,2.4548646003478383,-
14,0.65937776556384375,-
15,-4.8577397093325439E-2,-
16,5.9402234682396449,-
17,-0.53114762899498025,-
18,-0.16413072042117074,-
19,-0.55128717523979753,-
20,-0.59358937955880076,-
21,8.225822251812362,-
22,1.2442816795683989,-
23,100,Daño
24,1.9030138322408761,-
25,-0.64519779028157698,-
26,1.7055823355650095,-
27,2.8275417890630181,-
28,-0.6709596564369521,-
29,0.27395681706041825,-
30,2.0694201686322105,-
31,0.46239031837511529,-
32,-0.54500338734529574,-
33,-0.62146971367602588,-
34,1.759536073611339,-
35,1.6507848879014277,-
36,-0.11728454072673156,-
37,-0.27401258141269169,-
38,1.4602893128382859,-
39,0.35770463408252079,-
40,1.1600324269370608,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
