Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,11.582870722664898,-
6,12.533795046572424,-
7,20.991782137358427,-
8,12.532350174592931,-
9,5.8394872872053138,-
10,5.8395100518018852,-
11,33.106590181670001,-
12,33.106632653550591,-
13,5.6220852927085385,-
14,11.651194514394257,-
15,100,Daño
16,11.649810785609995,-
17,5.1556446750294294,-
18,5.1556802318018295,-
19,15.312200117091034,-
20,15.312180488620628,-
21,6.941592670260353,-
22,3.6050029535995392,-
23,6.9417131077299894,-
24,3.8702521930277616,-
25,4.5819687755340741,-
26,4.5820044903264279,-
27,6.2566547372141308,-
28,6.2566241797405109,-
29,3.1899563344527837,-
30,3.5967033341474823,-
31,5.6657318116342941,-
32,3.5984368775425519,-
33,4.2403265494169871,-
34,4.2403505348663355,-
35,4.89766572725968,-
36,4.897645892026901,-
37,2.7238951567157397,-
38,2.7190951608746232,-
39,3.5425546325021782,-
40,2.7191252538100055,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
