Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,2.814561,-
6,12.774169,-
7,1.774532,-
8,4.475711,-
9,0.288314,-
10,0.31217,-
11,0.296559,-
12,0.304682,-
13,3.036807,-
14,3.160809,-
15,2.772439,-
16,5.936473,-
17,1.300478,-
18,1.326126,-
19,1.306936,-
20,1.317908,-
21,100,Daño
22,4.967843,-
23,14.773342,-
24,2.783328,-
25,2.426038,-
26,2.453306,-
27,2.459558,-
28,2.477176,-
29,3.564781,-
30,3.84839,-
31,3.807983,-
32,2.996512,-
33,3.194766,-
34,3.165482,-
35,3.101363,-
36,3.169795,-
37,2.946137,-
38,3.765335,-
39,3.074864,-
40,3.312686,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
