Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,45.602823,-
6,45.606768,-
7,60.320342,Daño
8,60.321437,Daño
9,34.527276,-
10,32.366756,-
11,34.527357,-
12,16.414156,-
13,36.148548,-
14,36.149635,-
15,26.593606,-
16,26.594703,-
17,22.362706,-
18,27.437858,-
19,22.362687,-
20,24.212317,-
21,30.980488,-
22,35.199459,-
23,35.201452,-
24,30.979159,-
25,9.992123,-
26,53.834544,Daño
27,9.992157,-
28,21.984561,-
29,60.128644,Daño
30,60.131132,Daño
31,6.432777,-
32,6.445765,-
33,7.984532,-
34,74.398059,Daño
35,7.984498,-
36,14.467073,-
37,99.998681,Daño
38,100,Daño
39,13.471815,-
40,13.475151,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
