Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,69.402881,Daño
6,99.998983,Daño
7,100,Daño
8,69.401616,Daño
9,1.037368,-
10,30.080343,-
11,64.743891,Daño
12,30.080333,-
13,5.949721,-
14,20.197881,-
15,20.198003,-
16,5.948884,-
17,1.946408,-
18,10.691022,-
19,13.610874,-
20,10.691032,-
21,8.735865,-
22,8.735013,-
23,7.185372,-
24,7.185854,-
25,1.410643,-
26,2.50449,-
27,4.354523,-
28,2.504488,-
29,1.143981,-
30,2.101265,-
31,2.10126,-
32,1.143891,-
33,1.35416,-
34,0.530325,-
35,1.692988,-
36,0.530301,-
37,0.4808,-
38,0.402697,-
39,0.402698,-
40,0.48079,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
