Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,14.357537,-
6,7.588542,-
7,15.457458,-
8,3.18329,-
9,-7.200575,-
10,-6.826468,-
11,-6.950627,-
12,-7.30608,-
13,-1.19891,-
14,-1.655504,-
15,-1.119583,-
16,-1.561683,-
17,-5.065769,-
18,-2.729284,-
19,-3.310142,-
20,-5.787427,-
21,-2.229098,-
22,-3.462751,-
23,2.383963,-
24,-2.728048,-
25,-5.900685,-
26,0.042863,-
27,0.175714,-
28,-5.374265,-
29,-4.07188,-
30,-2.401858,-
31,-1.196952,-
32,4.098728,-
33,4.522751,-
34,4.339973,-
35,3.112962,-
36,5.21787,-
37,13.719194,-
38,14.925014,-
39,19.409077,-
40,100,Daño
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
