Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,18.806839,-
6,21.371835,-
7,5.844873,-
8,18.934897,-
9,2.588503,-
10,1.603868,-
11,4.283804,-
12,2.178385,-
13,2.93552,-
14,1.881524,-
15,100,Daño
16,4.395735,-
17,1.285094,-
18,0.970446,-
19,8.346315,-
20,5.629787,-
21,1.811181,-
22,19.335717,-
23,7.450984,-
24,6.390339,-
25,0.433794,-
26,0.477801,-
27,2.287812,-
28,2.344008,-
29,1.052986,-
30,1.621182,-
31,2.855532,-
32,1.934574,-
33,0.358171,-
34,0.647582,-
35,1.167198,-
36,0.886605,-
37,0.575846,-
38,0.49438,-
39,1.213622,-
40,0.435468,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
