Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,11.845286,-
6,2.62511,-
7,2.222526,-
8,3.949523,-
9,1.782712,-
10,1.786155,-
11,1.780962,-
12,1.783576,-
13,2.185736,-
14,2.539302,-
15,4.064819,-
16,2.612628,-
17,1.811814,-
18,1.817804,-
19,1.810904,-
20,1.812687,-
21,4.389159,-
22,16.495339,-
23,2.565607,-
24,100,Daño
25,1.858306,-
26,1.863049,-
27,1.87061,-
28,1.847654,-
29,2.196229,-
30,2.248449,-
31,1.983622,-
32,2.281047,-
33,1.878747,-
34,1.884267,-
35,1.920018,-
36,1.906063,-
37,2.073914,-
38,1.96867,-
39,1.918275,-
40,1.911004,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
