Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,7.242034,-
6,5.357807,-
7,6.177118,-
8,7.366247,-
9,1.414978,-
10,0.904628,-
11,1.242069,-
12,1.998356,-
13,6.664285,-
14,6.974748,-
15,6.575316,-
16,6.986079,-
17,2.584591,-
18,1.654233,-
19,1.723318,-
20,2.039905,-
21,13.897759,-
22,16.078567,-
23,10.487072,-
24,3.516196,-
25,2.649964,-
26,2.80187,-
27,2.858105,-
28,2.818157,-
29,100,Daño
30,8.401284,-
31,5.145152,-
32,15.245983,-
33,3.378329,-
34,2.983066,-
35,2.930492,-
36,2.925989,-
37,3.182775,-
38,3.031436,-
39,3.738801,-
40,3.295334,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
