Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,18.607634,-
6,100,Daño
7,10.239427,-
8,51.91053,Daño
9,4.73476,-
10,10.548249,-
11,8.967825,-
12,3.713843,-
13,5.652651,-
14,16.85786,-
15,5.731459,-
16,17.025614,-
17,2.918726,-
18,2.002735,-
19,1.869637,-
20,2.648729,-
21,21.801206,-
22,2.687857,-
23,12.346245,-
24,1.246248,-
25,0.559462,-
26,1.823287,-
27,1.39265,-
28,0.42517,-
29,0.485105,-
30,1.668911,-
31,0.513795,-
32,0.502733,-
33,0.771672,-
34,1.422081,-
35,1.159668,-
36,0.744305,-
37,0.599348,-
38,2.083015,-
39,0.599766,-
40,1.778176,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
