Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,2.042717548505209,-
6,2.0435197606542586,-
7,5.120324840863272,-
8,5.12048311377193,-
9,4.782990797658937,-
10,0.8655320823925796,-
11,4.782984199351523,-
12,100.0,Daño
13,0.6432321141947404,-
14,0.643633744242606,-
15,23.281358141765853,-
16,23.281545271346783,-
17,10.481948924017487,-
18,1.3191024279994599,-
19,10.481943862215438,-
20,23.657241975593195,-
21,9.697342262299664,-
22,1.2244407638672858,-
23,1.2245911575357227,-
24,9.696607300530417,-
25,6.363932121167179,-
26,1.8365964173701474,-
27,6.363929730301034,-
28,9.766108238384405,-
29,2.6703863087767306,-
30,2.6706226918581355,-
31,5.849030504740805,-
32,5.8504787864780186,-
33,4.339220528803718,-
34,2.3639564462545417,-
35,4.339217722704205,-
36,5.393015298561237,-
37,2.9681873791261832,-
38,2.9683566446419363,-
39,4.171767759744561,-
40,4.172016657447298,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
