Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,4.940512,-
6,5.840066,-
7,6.131267,-
8,5.212983,-
9,0.820096,-
10,0.657394,-
11,1.083751,-
12,1.798585,-
13,6.527702,-
14,6.379548,-
15,6.785766,-
16,6.264855,-
17,0.999709,-
18,0.961665,-
19,1.850448,-
20,1.225629,-
21,2.891827,-
22,8.906744,-
23,18.405831,-
24,23.703316,-
25,1.704981,-
26,1.649052,-
27,1.473301,-
28,1.556819,-
29,7.097759,-
30,100,Daño
31,13.719037,-
32,4.038847,-
33,1.401247,-
34,1.525664,-
35,1.799444,-
36,1.335509,-
37,1.484941,-
38,1.78736,-
39,1.431154,-
40,2.215833,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
