Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,100,Daño
6,18.289094,-
7,21.780263,-
8,15.994061,-
9,11.81131,-
10,17.482314,-
11,-0.978738,-
12,-1.242384,-
13,16.547878,-
14,1.218199,-
15,-1.256377,-
16,-0.06333,-
17,3.251631,-
18,2.355156,-
19,-2.059317,-
20,-2.195254,-
21,-1.043944,-
22,2.126707,-
23,-1.653974,-
24,15.194165,-
25,-0.77094,-
26,-0.756311,-
27,-2.243086,-
28,-2.384516,-
29,-1.464874,-
30,-2.048575,-
31,-2.043762,-
32,-2.094266,-
33,-2.00381,-
34,-1.954218,-
35,-2.120259,-
36,-2.267302,-
37,-0.931961,-
38,-2.013892,-
39,-1.366143,-
40,-2.057068,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
