Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,100,Daño
6,25.795769,-
7,35.159688,-
8,29.079544,-
9,45.263656,-
10,63.036756,Daño
11,5.512651,-
12,4.809093,-
13,44.018004,-
14,10.381792,-
15,2.563535,-
16,5.603696,-
17,16.361921,-
18,13.766311,-
19,1.781801,-
20,1.249595,-
21,1.294571,-
22,7.613102,-
23,2.135208,-
24,22.043906,-
25,3.592745,-
26,3.642655,-
27,1.090453,-
28,0.769596,-
29,1.799905,-
30,0.855441,-
31,1.648748,-
32,0.988675,-
33,0.917223,-
34,1.032182,-
35,0.944927,-
36,0.567228,-
37,1.819174,-
38,0.673978,-
39,1.330164,-
40,0.588203,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
