Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,21.973957,-
6,3.83201,-
7,18.85851,-
8,19.368095,-
9,0.791223,-
10,1.788855,-
11,1.959675,-
12,1.672422,-
13,4.172624,-
14,100,Daño
15,4.326358,-
16,2.222398,-
17,0.370972,-
18,6.219319,-
19,3.681052,-
20,0.667193,-
21,12.819588,-
22,12.447055,-
23,3.678816,-
24,1.011645,-
25,0.145018,-
26,1.600628,-
27,1.699071,-
28,0.398155,-
29,0.996277,-
30,2.346373,-
31,1.647526,-
32,0.614457,-
33,0.358381,-
34,0.747069,-
35,0.502556,-
36,0.197035,-
37,0.375973,-
38,0.983152,-
39,0.474261,-
40,0.4965,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
