Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,96.161105,Daño
6,99.243796,Daño
7,96.193401,Daño
8,100,Daño
9,21.738327,-
10,22.948309,-
11,21.747567,-
12,22.935536,-
13,61.303729,Daño
14,62.758261,Daño
15,61.283668,Daño
16,60.553036,Daño
17,39.064775,-
18,40.479956,-
19,39.125286,-
20,40.410992,-
21,63.861293,Daño
22,86.92153,Daño
23,87.246238,Daño
24,86.87835,Daño
25,58.531243,Daño
26,58.826934,Daño
27,58.28783,Daño
28,59.057402,Daño
29,65.427673,Daño
30,73.007628,Daño
31,65.414303,Daño
32,56.792481,Daño
33,70.925049,Daño
34,70.497705,Daño
35,69.907128,Daño
36,71.50334,Daño
37,70.830048,Daño
38,70.371441,Daño
39,70.826662,Daño
40,70.691538,Daño
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
