Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,5.535209,-
6,18.018284,-
7,18.028741,-
8,20.234353,-
9,4.030653,-
10,1.989479,-
11,2.217602,-
12,1.408701,-
13,100,Daño
14,3.739057,-
15,2.730798,-
16,1.817357,-
17,7.926098,-
18,5.345795,-
19,1.152993,-
20,0.909908,-
21,7.078379,-
22,6.182185,-
23,1.890941,-
24,17.353564,-
25,2.16856,-
26,2.241522,-
27,0.39729,-
28,0.452824,-
29,2.734503,-
30,1.851815,-
31,0.982031,-
32,1.560755,-
33,1.097651,-
34,0.859737,-
35,0.36079,-
36,0.607956,-
37,1.06456,-
38,0.401555,-
39,0.488219,-
40,0.438394,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
