Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,7.71801,-
6,67.138906,Daño
7,27.233104,-
8,67.144388,Daño
9,33.880908,-
10,33.880904,-
11,34.777454,-
12,34.777451,-
13,30.071141,-
14,98.813736,Daño
15,100,Daño
16,98.743882,Daño
17,31.680522,-
18,31.680524,-
19,33.342363,-
20,33.34235,-
21,32.726969,-
22,98.804056,Daño
23,32.729378,-
24,92.409943,Daño
25,33.220652,-
26,33.220651,-
27,32.556819,-
28,32.556828,-
29,15.601715,-
30,11.179226,-
31,5.50841,-
32,11.180322,-
33,33.681907,-
34,33.6819,-
35,30.990177,-
36,30.990185,-
37,30.689221,-
38,26.562137,-
39,30.030881,-
40,26.572848,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
