Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,1.2876242871085157,-
6,16.326866419109475,-
7,2.345409018499911,-
8,17.021448794310679,-
9,-7.4362568678863079,-
10,-7.40464843593855,-
11,-7.0553809254611837,-
12,-7.1327009761397369,-
13,-4.4606253075122018,-
14,-0.59167364497056529,-
15,-4.3486464363754767,-
16,-0.50203196345325618,-
17,-5.7721563081683902,-
18,-5.4203816518492047,-
19,-3.0062194794937214,-
20,-3.4235092809478029,-
21,-2.9114001234351203,-
22,-4.6404676150888049,-
23,-3.4651126086809638,-
24,0.66579937487964924,-
25,-5.2217271558524923,-
26,-6.4497835333928624,-
27,0.36619143747169192,-
28,0.59439096527706592,-
29,-3.3449945366468872,-
30,-4.1275883132878652,-
31,-4.0690548743065857,-
32,-0.30782324477336559,-
33,4.8121955740427813,-
34,5.4768935751279928,-
35,2.5171048041375368,-
36,1.9358859435462215,-
37,100,Daño
38,11.571413963949036,-
39,9.8491836442790817,-
40,15.058280559067672,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
