Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,5.7048786260440059,-
6,12.46765999802723,-
7,0.38012488032841041,-
8,9.763050789344268,-
9,-3.2084881231097304,-
10,-3.0606680495564023,-
11,-3.0758162942764953,-
12,-3.2227038328850801,-
13,-0.38501611583413348,-
14,-1.3020119200724667,-
15,-0.94430815287326031,-
16,-0.81859907781990626,-
17,-2.3772748745003525,-
18,-1.7191045114342645,-
19,-1.7543306784095318,-
20,-2.3141974426291698,-
21,3.7649600165304014,-
22,3.012407854346288,-
23,3.36129966271898,-
24,1.5539797388463104,-
25,-2.1213223812557724,-
26,-1.9707080142304152,-
27,-2.1442601286771503,-
28,-2.0594049985782497,-
29,20.300580807474262,-
30,0.32236889617586567,-
31,3.4363311062234767,-
32,11.548878688652172,-
33,3.4980737559517165,-
34,5.4262165590671607,-
35,4.6369010604131216,-
36,4.4755746867230686,-
37,12.988452784745446,-
38,5.3071064289211929,-
39,9.8465842479590204,-
40,100,Daño
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
