Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,0.93276689220871656,-
6,20.148899216726118,-
7,3.4720102273133864,-
8,19.132528829884627,-
9,-8.2607418688544367,-
10,-8.3237173533662308,-
11,-7.9153003624350307,-
12,-7.8178793328694489,-
13,-5.076193216688015,-
14,-0.33191414020117083,-
15,-4.7425666301898444,-
16,-0.45283927644145622,-
17,-5.9817294016762403,-
18,-6.5043978127731519,-
19,-3.5965977119031147,-
20,-3.0900552766899336,-
21,-3.5414289418583991,-
22,-5.470911055735443,-
23,-2.5476787757125541,-
24,1.0030584978417734,-
25,-7.2065817781505102,-
26,-5.9210839619222018,-
27,0.86493400381918384,-
28,0.6196582036168804,-
29,-3.6065574996253238,-
30,-0.49395271077857705,-
31,-5.0092912501423132,-
32,-4.3908260169811859,-
33,5.6360982669757522,-
34,5.9416524121247454,-
35,3.0080782960966452,-
36,3.8621460339557325,-
37,100,Daño
38,19.54744273631681,-
39,12.548543420102867,-
40,14.359659744244205,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
