Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,28.393063317426414,-
6,22.928356286228521,-
7,25.363905445166875,-
8,7.3284088851221618,-
9,5.5857657545417414,-
10,2.0636558444401141,-
11,4.7177359622979296,-
12,4.1780834205840858,-
13,2.6110823264371135,-
14,4.6062082456688822,-
15,7.7414969633154307,-
16,100,Daño
17,11.503968175032082,-
18,0.84702012381724712,-
19,1.8228594548218215,-
20,7.7105430177708794,-
21,6.0840997002138932,-
22,9.2495894990442356,-
23,31.740208380340579,-
24,1.1578342158307786,-
25,3.0386680916009481,-
26,0.40702249955797487,-
27,0.51329990563293881,-
28,3.0401522565310066,-
29,1.6645811544135902,-
30,1.2827934745465415,-
31,2.184656952147678,-
32,3.2086902275130913,-
33,1.555882353151675,-
34,0.80889440022293269,-
35,0.27109250312489797,-
36,0.98048698211908214,-
37,0.90969772483017242,-
38,1.2741840113519971,-
39,0.69289144679747749,-
40,2.220720393663179,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
