Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,7.35625,-
6,15.277312,-
7,0.71634,-
8,11.539963,-
9,-0.404564,-
10,0.8113,-
11,0.611035,-
12,-0.675592,-
13,1.42868,-
14,1.532497,-
15,0.891847,-
16,0.846409,-
17,-0.074336,-
18,1.100094,-
19,0.981361,-
20,-0.200239,-
21,3.586977,-
22,3.502607,-
23,3.672312,-
24,3.074218,-
25,-0.012219,-
26,-0.437431,-
27,-0.811391,-
28,-0.452381,-
29,21.803627,-
30,1.924509,-
31,4.570357,-
32,14.438957,-
33,5.50388,-
34,6.849033,-
35,5.997214,-
36,5.719469,-
37,14.525611,-
38,6.462483,-
39,11.803659,-
40,100,Daño
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
