Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,20.396583,-
6,19.979848,-
7,4.143394,-
8,23.10515,-
9,0.949219,-
10,2.21571,-
11,2.486614,-
12,2.190228,-
13,2.605715,-
14,5.11166,-
15,100,Daño
16,4.410328,-
17,0.509845,-
18,0.927894,-
19,4.03154,-
20,6.65322,-
21,13.050595,-
22,14.483835,-
23,1.157417,-
24,3.907689,-
25,0.209805,-
26,0.522609,-
27,1.837096,-
28,1.756625,-
29,0.698885,-
30,1.740697,-
31,2.462937,-
32,1.074216,-
33,0.439803,-
34,0.276712,-
35,0.5754,-
36,0.857734,-
37,0.575693,-
38,0.516623,-
39,1.106146,-
40,0.425326,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
