Numero_de_nodo,Valor_de_daño_normalizado,Estado
5,1.203416,-
6,1.662604,-
7,11.280322,-
8,4.030557,-
9,1.193175,-
10,1.192943,-
11,1.195327,-
12,1.194573,-
13,2.132413,-
14,1.818955,-
15,1.463106,-
16,1.457236,-
17,1.2016,-
18,1.199432,-
19,1.197868,-
20,1.199896,-
21,4.761171,-
22,100,Daño
23,5.083645,-
24,16.678324,-
25,1.21066,-
26,1.204481,-
27,1.204016,-
28,1.201404,-
29,1.488115,-
30,1.311066,-
31,1.461699,-
32,1.563278,-
33,1.218272,-
34,1.213456,-
35,1.207704,-
36,1.207595,-
37,1.280727,-
38,1.209675,-
39,1.363622,-
40,1.230511,-
41,,-
42,,-
43,,-
44,,-
45,,-
46,,-
47,,-
48,,-
49,,-
50,,-
51,,-
52,,-
